borough,numunits,stories,race,personrm,housewgt,sequenceno,under6,cd,unitflr2,regext,totincom2,subsidy,housing,poverty,povertyx2,extwin4_2,extflr5_2,intcrack2,inthole2,intpeel_cat,intleak2,duration,board2,struct,old,help,rodent2,foreign,dilap,black_Mean,board2_Mean,foreign_Mean,help_Mean,hispanic_Mean,old_Mean,poverty_Mean,povertyx2_Mean,pubhous_Mean,regext_Mean,struct_Mean,dilap_Mean,ownhous_Mean,duration_Mean,extwin4_2_Mean,extflr5_2_Mean,intcrack2_Mean,inthole2_Mean,intleak2_Mean,vacrate,bldg,dist,dist.stratum,dist.id
1,10,5,4,1,193.74626,634330,2,3,6,1,37200,1,2,0,1,0,0,0,0,1,0,5,0,0,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,304,3,9,1
1,11,5,2,1,172.33043,929746,1,3,2,1,20000,1,2,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,305,3,9,1
1,10,4,4,0.75,175.92482,420596,1,3,2,0,7076,1,2,1,1,0,0,1,1,2,1,4,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,306,3,9,1
1,11,4,4,1.4,183.83361,258301,1,3,2,NA,77860,0,2,0,0,0,0,0,1,1,1,2,0,1,1,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,307,3,9,1
1,11,5,2,0.33,171.47536,786628,1,3,2,0,7584,1,2,1,1,0,0,1,0,2,1,6,0,0,1,0,1,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,308,3,9,1
1,11,5,2,0.33,198.2748,263365,1,3,6,NA,19000,0,4,0,0,0,1,0,0,0,0,16,0,0,1,0,0,0,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,309,3,9,1
1,10,5,3,1,180.54541,398215,2,3,6,0,16000,0,4,1,1,0,1,1,1,1,0,3,0,0,1,1,1,0,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,310,3,9,1
1,10,5,4,1.25,172.33043,164019,1,3,6,0,20000,0,4,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,310,3,9,1
1,5,2,4,0.75,164.73271,73669,1,3,3,NA,17000,NA,4,0,1,0,0,NA,NA,NA,NA,5,0,NA,0,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,311,3,9,1
1,5,2,3,0.5,171.79129,501371,1,3,4,NA,69000,NA,4,0,0,0,0,NA,NA,NA,NA,3,0,NA,0,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,311,3,9,1
1,5,2,2,1,185.82033,358448,2,3,2,0,59000,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,311,3,9,1
1,5,2,3,0.5,180.54541,545156,1,3,4,NA,28100,NA,4,0,0,0,0,NA,NA,NA,NA,2,0,NA,0,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,311,3,9,1
1,12,6,2,1,185.82033,977334,2,3,5,1,1500,0,2,1,1,0,0,0,0,0,1,32,0,0,0,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,312,3,9,1
1,12,6,3,0.5,164.73271,204331,1,3,5,1,28000,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,312,3,9,1
1,12,6,2,0.5,193.74626,141342,1,3,5,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,312,3,9,1
1,12,6,2,0.25,176.55067,91849,1,3,6,1,7584,0,2,1,1,0,0,0,0,0,0,32,1,0,0,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,312,3,9,1
1,11,5,2,1,185.82033,880085,3,3,7,1,23000,0,2,0,1,0,0,0,0,0,0,7,0,1,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,313,3,9,1
1,11,5,3,0.67,193.74626,151049,1,3,7,1,23000,0,2,0,1,0,0,0,1,0,0,32,0,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,313,3,9,1
1,11,5,3,1.33,183.83361,435146,1,3,7,1,70000,0,2,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,313,3,9,1
1,11,5,3,0.5,198.2748,636605,1,3,5,1,11574,0,2,1,1,0,0,1,0,1,1,26,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,313,3,9,1
1,11,5,3,1.25,175.92482,79010,2,3,5,1,36400,0,2,0,1,0,1,1,NA,2,1,20,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,314,3,9,1
1,11,5,2,0.67,164.73271,381591,1,3,5,0,35000,0,2,0,0,0,0,1,1,1,1,15,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,315,3,9,1
1,11,5,3,0.67,193.74626,385525,1,3,5,1,11308,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,316,3,9,1
1,10,5,4,0.67,180.54541,297288,1,3,2,1,17096,1,2,0,1,0,0,0,0,0,1,6,0,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,317,3,9,1
1,10,5,4,0.67,198.2748,741286,1,3,2,1,10096,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,317,3,9,1
1,11,5,4,1,198.2748,546391,2,3,2,NA,8616,1,2,1,1,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,318,3,9,1
1,11,5,2,0.33,176.55067,752992,1,3,4,1,8250,1,2,1,1,0,0,0,0,0,1,16,1,1,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,318,3,9,1
1,10,5,2,0.5,164.73271,847822,1,3,4,1,16500,1,2,0,1,0,0,0,0,0,1,28,0,1,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,319,3,9,1
1,11,5,2,0.25,185.82033,920738,1,3,4,NA,9684,NA,2,0,1,0,0,NA,NA,NA,NA,12,0,NA,1,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,320,3,9,1
1,11,5,2,0.5,176.55067,648910,2,3,4,NA,35000,NA,2,0,0,0,0,NA,NA,NA,NA,16,0,NA,1,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,320,3,9,1
1,10,4,3,0.25,183.83361,305229,1,3,4,1,8064,1,2,1,1,0,0,0,0,0,0,21,0,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,321,3,9,1
1,11,4,4,0.33,171.47536,604716,1,3,5,1,17500,0,2,0,1,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,322,3,9,1
1,10,4,4,1,198.2748,408518,1,3,5,1,20600,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,323,3,9,1
1,11,4,4,1,193.74626,802000,1,3,5,1,39000,0,2,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,324,3,9,1
1,10,4,4,1.2,180.68114,484377,2,3,5,0,26000,0,2,0,1,0,0,1,0,2,1,13,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,325,3,9,1
1,10,4,3,0.67,193.74626,242033,1,3,5,1,2520,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,325,3,9,1
1,10,4,3,1.2,176.55067,274818,5,3,5,0,26080,1,2,0,1,0,0,1,0,2,1,2,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,325,3,9,1
1,10,3,3,1.25,172.33043,252636,1,3,5,1,8928,1,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,326,3,9,1
1,10,5,3,0.33,241.73771,848145,1,3,2,1,7620,1,2,1,1,0,0,0,0,0,1,9,0,1,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,327,3,9,1
1,10,5,3,0.6,181.74334,56812,1,3,2,1,29000,NA,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,327,3,9,1
1,10,5,3,0.67,180.68114,278413,1,3,2,NA,25000,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,327,3,9,1
1,10,5,3,0.6,183.83361,550228,1,3,2,0,7770,1,2,1,1,0,0,0,0,0,1,30,1,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,327,3,9,1
1,11,4,3,1.33,198.2748,568968,1,3,4,1,90000,0,2,0,0,0,0,0,0,0,1,36,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,328,3,9,1
1,11,5,5,2,175.92482,386966,1,3,4,1,30000,0,2,0,1,0,0,0,0,0,0,15,0,1,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,329,3,9,1
1,11,5,5,0.67,176.55067,158991,1,3,4,1,27500,0,2,0,0,0,0,0,1,0,1,2,0,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,329,3,9,1
1,11,5,4,1.17,180.68114,947489,2,3,5,1,45500,0,2,0,1,0,1,1,1,1,1,2,0,0,1,1,1,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,330,3,9,1
1,11,5,4,1,241.73771,286010,2,3,5,1,38000,0,2,0,0,0,1,0,1,0,1,2,0,0,1,1,1,0,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,330,3,9,1
1,11,5,2,0.75,185.82033,540063,2,3,5,0,39200,0,2,0,0,0,1,1,0,1,0,7,0,0,1,0,1,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,330,3,9,1
1,11,5,4,0.75,180.54541,520963,1,3,5,0,47000,0,2,0,0,0,1,1,1,1,0,10,0,0,1,1,1,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,330,3,9,1
1,10,4,1,0.25,171.47536,268862,1,3,6,0,36000,0,2,0,0,0,1,0,0,1,1,22,0,0,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,331,3,9,1
1,10,4,4,1,183.83361,126025,2,3,6,NA,78000,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,332,3,9,1
1,10,4,4,0.67,164.73271,317171,1,3,NA,NA,22000,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,333,3,9,1
1,10,4,2,0.75,185.82033,318153,1,3,2,1,11500,1,2,1,1,0,0,0,1,0,0,5,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,334,3,9,1
1,10,4,1,0.5,164.73271,765755,1,3,2,1,67000,1,2,0,0,0,0,0,0,0,0,18,0,1,1,1,1,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,334,3,9,1
1,10,4,3,0.4,175.92482,121059,2,3,2,0,15000,1,2,0,1,0,0,0,0,2,0,22,0,0,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,334,3,9,1
1,10,4,3,0.25,241.73771,113318,1,3,2,1,8040,1,2,1,1,0,0,0,0,0,1,21,0,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,334,3,9,1
1,10,4,3,1,171.47536,863825,1,3,3,1,19000,0,2,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,335,3,9,1
1,10,4,1,1,185.82033,28226,1,3,3,1,45000,0,2,0,0,0,0,0,1,0,1,11,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,335,3,9,1
1,10,4,2,0.33,176.55067,816505,1,3,3,1,17500,0,2,0,1,0,0,0,0,0,0,13,0,1,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,335,3,9,1
1,11,4,3,1,198.2748,916172,1,3,3,1,54000,0,2,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,336,3,9,1
1,11,6,3,0.25,171.47536,735474,1,3,8,1,4800,0,1,1,1,0,0,0,0,0,0,14,0,0,1,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,337,3,9,1
1,11,6,2,0.25,176.55067,67285,1,3,8,1,47000,0,1,0,0,0,0,0,0,0,0,23,0,1,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,337,3,9,1
1,12,6,2,0.25,176.55067,359618,1,3,8,NA,3000,NA,1,1,1,0,0,NA,NA,NA,NA,23,0,NA,1,NA,NA,NA,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,338,3,9,1
1,11,4,2,0.4,164.73271,529728,1,3,5,1,0,1,2,1,1,0,0,0,0,0,1,30,0,0,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,339,3,9,1
1,11,4,2,1,185.82033,205950,1,3,4,0,35000,0,2,0,0,0,0,1,0,0,1,3,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,339,3,9,1
1,11,4,3,1,176.55067,493088,1,3,5,NA,87000,0,2,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,339,3,9,1
1,11,4,3,0.33,241.73771,783031,1,3,5,0,6480,0,2,1,1,0,0,1,NA,2,1,3,0,0,1,1,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,339,3,9,1
1,11,5,4,1,175.92482,741115,1,3,3,0,25576,0,2,0,1,0,1,0,0,0,1,8,0,0,1,0,1,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,340,3,9,1
1,10,4,5,0.75,185.82033,181086,1,3,4,1,13000,0,2,1,1,0,1,0,0,0,0,12,0,0,1,0,0,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,341,3,9,1
1,11,5,4,0.75,198.2748,465069,1,3,5,NA,40000,0,2,0,0,0,1,0,NA,0,1,1,0,0,1,0,0,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,342,3,9,1
1,11,4,2,0.25,185.82033,846844,1,3,6,1,21000,0,2,0,0,0,1,0,0,0,1,6,0,0,1,0,0,1,1,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,343,3,9,1
1,11,5,4,0.67,185.82033,681863,1,3,6,1,18600,0,2,0,1,0,0,1,1,0,0,26,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,344,3,9,1
1,11,5,3,0.2,171.47536,518416,1,3,6,1,12650,1,2,0,1,0,0,0,0,1,0,24,0,0,1,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,344,3,9,1
1,11,5,4,1,198.2748,416174,1,3,6,1,32030,0,2,0,0,0,0,0,0,0,1,16,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,344,3,9,1
1,11,5,4,0.67,198.2748,475610,1,3,6,1,10500,1,2,1,1,0,0,0,0,0,0,12,0,0,1,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,344,3,9,1
1,12,7,4,1,198.2748,592744,1,3,3,NA,3500,0,4,1,1,0,0,0,0,0,0,13,0,1,0,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,345,3,9,1
1,12,7,4,0.8,175.92482,249839,1,3,3,1,27500,0,4,0,1,0,0,0,0,0,1,5,1,1,0,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,345,3,9,1
1,12,7,4,1.25,164.73271,113987,1,3,4,0,13000,0,4,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,345,3,9,1
1,12,7,4,0.75,198.2748,393855,1,3,4,1,24800,0,4,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,345,3,9,1
1,12,5,4,1,175.92482,250008,1,3,6,0,92000,0,2,0,0,0,0,1,0,0,1,19,1,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,346,3,9,1
1,3,1,4,0.33,175.92482,248542,1,3,3,0,14560,0,4,0,1,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,347,3,9,1
1,9,4,2,0.5,185.82033,946181,1,3,2,1,40500,0,2,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,348,3,9,1
1,11,5,3,0.43,183.83361,575021,1,3,2,0,25000,1,2,0,1,0,0,1,1,2,1,9,0,0,1,0,1,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,349,3,9,1
1,11,5,4,1.5,198.2748,505599,2,3,3,0,28600,0,2,0,1,0,0,1,0,0,1,12,0,0,1,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,349,3,9,1
1,11,5,3,0.75,180.54541,152452,1,3,4,0,20000,1,2,0,1,0,0,0,0,2,1,26,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,349,3,9,1
1,11,5,4,1.25,180.68114,72118,1,3,5,0,30000,0,2,0,1,0,0,0,1,2,1,30,0,0,1,0,1,0,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,349,3,9,1
1,12,5,3,0.33,171.47536,866636,1,3,5,0,7980,0,4,1,1,0,0,0,0,0,0,23,0,1,0,1,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,350,3,9,1
1,12,5,3,1,181.74334,423097,1,3,5,0,5200,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.37,0.2,0.59,0.52,0.54,0.84,0.33,0.62,0.03,0.58,0.33,0.14,0.07,9.78,0.07,0.13,0.28,0.15,0.41,0.07,350,3,9,1
