ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Area,Recommended,PatternType
100723,Sexy,Average,4.7,M,Automn,slash-neck,sleevless,natural,nylon,flannael,rivet,B,0,solid
100726,cute,Low,0,free,Spring,v-neck,sleevless,natural,silk,worsted,lace,B,1,patchwork
100727,Casual,Average,4.8,M,Winter,o-neck,short,natural,lycra,broadcloth,applique,C,0,patchwork
100728,Casual,Average,4.7,S,Spring,o-neck,halfsleeve,empire,chiffonfabric,chiffon,sequined,B,1,patchwork
100729,Sexy,Low,4.8,L,Summer,o-neck,sleevless,natural,cotton,broadcloth,lace,C,1,solid
100730,Casual,Average,0,XL,Spring,bowneck,sleevless,natural,mix,lace,lace,C,0,solid
100731,Sexy,Average,4.7,S,Summer,v-neck,sleevless,empire,cotton,woolen,sequined,C,1,solid
100732,Casual,Medium,0,free,Spring,o-neck,sleevless,natural,cotton,broadcloth,sequined,E,1,solid
100733,cute,Low,4.7,XL,Summer,o-neck,short,empire,chiffonfabric,chiffon,bow,B,0,print
100734,party,Average,4.7,M,Spring,o-neck,halfsleeve,empire,silk,shiffon,beading,D,0,patchwork
100735,Casual,Average,4.4,L,Automn,o-neck,sleevless,natural,linen,chiffon,ruffles,B,0,animal
100736,cute,Low,4.8,M,Spring,o-neck,short,natural,shiffon,shiffon,bow,D,1,dot
100738,Casual,Low,4.6,free,Summer,o-neck,full,natural,cotton,worsted,lace,A,1,solid
100739,vintage,Average,0,S,Automn,o-neck,sleevless,natural,linen,chiffon,button,B,0,patchwork
100740,Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,natural,cotton,chiffon,hollowout,B,1,solid
100741,vintage,Average,4.7,S,Summer,turndowncollor,short,empire,cotton,chiffon,rivet,C,0,character
100742,Brief,Low,4,XL,Summer,v-neck,short,natural,cotton,chiffon,pockets,C,0,solid
100746,vintage,Average,5,M,Summer,v-neck,thressqatar,natural,polyster,chiffon,beading,C,0,print
100748,party,very-high,4.6,free,Summer,o-neck,sleevless,empire,rayon,lace,hollowout,D,0,solid
100750,Casual,very-high,4.6,M,winter,o-neck,short,natural,silk,chiffon,flowers,A,1,patchwork
100752,bohemian,Low,5,free,Summer,o-neck,sleevless,empire,cotton,broadcloth,tassel,C,1,print
100753,vintage,Average,0,M,Spring,o-neck,halfsleeve,empire,polyster,shiffon,lace,D,0,animal
100754,cute,Medium,4.6,free,Spring,o-neck,short,natural,chiffonfabric,lace,hollowout,C,1,solid
100755,Sexy,Low,4.8,L,Summer,v-neck,full,natural,cotton,jersey,applique,A,1,print
100756,Casual,Low,4.5,M,Winter,o-neck,short,natural,chiffonfabric,chiffon,pockets,B,0,solid
100757,Brief,Average,4.7,M,winter,o-neck,halfsleeve,natural,acrylic,chiffon,pleat,E,0,striped
100759,Casual,Average,0,free,Summer,bowneck,halfsleeve,natural,cotton,chiffon,lace,E,0,leapord
100760,cute,Average,0,L,Summer,o-neck,sleevless,empire,cotton,chiffon,lace,D,1,solid
100762,Sexy,Low,0,free,Summer,v-neck,sleevless,dropped,linen,knitted,ruffles,B,1,patchwork
100763,Sexy,Average,4.2,M,Winter,v-neck,sleevless,natural,cotton,flannael,lace,E,0,solid
100765,sexy,Average,0,free,Automn,o-neck,short,natural,polyster,broadcloth,lace,A,0,patchwork
100766,Casual,Average,4.6,L,winter,boat-neck,sleevless,empire,silk,broadcloth,applique,B,1,print
100768,Casual,Average,3.7,M,Summer,boat-neck,sleevless,natural,linen,woolen,lace,B,0,leopard
100769,cute,Medium,4.9,S,Summer,bowneck,sleevless,empire,knitting,dobby,bow,A,1,patchwork
100771,Sexy,Low,4.4,free,Automn,v-neck,sleevless,natural,cotton,worsted,lace,B,0,solid
100774,Casual,Average,4.8,free,winter,o-neck,sleevless,natural,polyster,woolen,sashes,C,0,solid
100777,party,High,4.8,M,Summer,Sweetheart,sleevless,princess,polyster,sattin,beading,E,1,patchwork
100778,vintage,Average,0,S,Spring,o-neck,full,natural,mix,chiffon,embroidary,B,0,print
100782,Casual,Low,5,free,Spring,slash-neck,sleevless,empire,spandex,knitting,button,E,1,striped
100784,Casual,Average,4.3,M,winter,slash-neck,sleeveless,natural,polyster,organza,sashes,C,0,solid
100786,sexy,Low,0,M,Spring,v-neck,short,natural,polyster,satin,ruffles,D,1,solid
100787,Casual,Average,4.5,free,Summer,o-neck,short,natural,cotton,jersey,button,D,1,solid
100788,Sexy,Average,4.8,free,Winter,o-neck,sleevless,natural,polyster,tulle,embroidary,D,0,solid
100790,Casual,Average,4.7,S,Summer,v-neck,short,natural,cotton,batik,sashes,E,0,dot
100791,party,Average,5,free,Summer,o-neck,full,natural,polyster,broadcloth,lace,B,0,solid
100794,Casual,Low,4.7,free,Summer,o-neck,full,natural,cotton,chiffon,applique,A,1,solid
100795,cute,Average,4.7,M,Summer,o-neck,sleevless,natural,chiffonfabric,other,sashes,E,0,splice
100796,Casual,Average,4.6,L,Automn,o-neck,sleevless,empire,polyster,chiffon,ruffles,D,0,solid
100797,Casual,Average,4.7,M,Winter,o-neck,short,empire,polyster,shiffon,pockets,E,0,animal
100799,sexy,Average,5,free,Summer,o-neck,sleeveless,natural,nylon,woolen,embroidary,B,0,print
100801,Brief,Average,4.3,L,Spring,o-neck,sleevless,empire,cotton,chiffon,bow,A,1,solid
100802,Casual,Average,4.3,M,Spring,o-neck,halfsleeve,natural,polyster,sattin,sashes,D,1,print
100803,Casual,Average,4.5,M,Winter,o-neck,sleevless,natural,polyster,chiffon,ruched,A,0,striped
100804,Brief,Average,4.9,free,Winter,o-neck,sleevless,natural,viscos,knitting,none,E,0,solid
100805,Casual,Low,4.7,L,Summer,NULL,sleevless,natural,cotton,chiffon,draped,D,1,solid
100806,Casual,Average,4.8,L,winter,v-neck,short,empire,polyster,satin,ruffles,D,0,solid
100807,Casual,Low,4.5,free,Winter,o-neck,full,natural,mix,worsted,applique,D,0,solid
100809,Sexy,Low,4.8,free,Spring,slash-neck,sleevless,natural,cotton,broadcloth,sequined,A,0,solid
100810,Casual,Low,4.4,M,Winter,v-neck,turndowncollor,natural,cotton,wollen,lace,A,1,geometric
100811,Casual,Low,4.7,L,Automn,o-neck,short,natural,polyster,shiffon,sashes,B,1,patchwork
100812,Casual,Low,4.4,S,Automn,o-neck,sleevless,natural,polyster,chiffon,lace,B,0,solid
100814,Sexy,Low,0,free,Automn,slash-neck,short,empire,polyster,knitting,hollowout,E,0,solid
100816,cute,Low,4.7,M,Spring,o-neck,short,empire,polyster,chiffon,ruffles,D,1,dot
100819,Casual,Low,4.8,free,winter,bowneck,full,natural,polyster,chiffon,bow,A,0,solid
100820,Casual,Low,0,L,Winter,o-neck,sleevless,empire,polyster,broadcloth,lace,C,0,leopard
100821,party,Average,5,free,Summer,v-neck,sleevless,empire,microfiber,broadcloth,lace,E,0,splice
100822,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,polyster,broadcloth,lace,C,0,solid
100823,Casual,Average,4.6,M,Spring,o-neck,halfsleeve,natural,polyster,broadcloth,lace,A,0,solid
100824,vintage,Low,4.6,M,Summer,o-neck,short,natural,chiffonfabric,chiffon,embroidary,C,0,print
100825,Brief,Average,4.6,M,Winter,peterpan-collor,threequarter,natural,cotton,sattin,embroidary,C,0,solid
100826,Casual,Low,4.7,L,Spring,o-neck,short,empire,chiffonfabric,chiffon,bow,A,0,dot
100827,sexy,Medium,0,M,Winter,mandarin-collor,halfsleeve,natural,cotton,lace,sashes,C,0,solid
100828,party,Medium,4.7,M,Winter,o-neck,sleevless,empire,cotton,chiffon,button,E,1,patchwork
100829,Casual,Low,4.6,free,Automn,o-neck,halfsleeve,natural,chiffonfabric,chiffon,applique,D,1,leapord
100830,Casual,Average,4.6,M,winter,v-neck,halfsleeve,natural,silk,chiffon,sashes,C,1,solid
100831,Casual,Low,4.8,free,Spring,o-neck,sleevless,natural,cotton,jersey,lace,B,0,print
100833,party,Average,4.7,free,Spring,Sweetheart,sleevless,empire,rayon,chiffon,beading,B,1,solid
100835,vintage,Average,0,free,Summer,o-neck,sleevless,natural,cotton,chiffon,applique,B,0,none
100836,Casual,High,5,free,Summer,v-neck,sleevless,natural,nylon,satin,flowers,A,1,animal
100837,Sexy,Low,0,free,Summer,v-neck,sleevless,empire,cotton,chiffon,lace,D,0,solid
100838,Casual,Low,4.4,free,Summer,o-neck,sleevless,empire,other,shiffon,sequined,A,1,patchwork
100839,Sexy,Medium,0,free,winter,o-neck,sleevless,natural,polyster,broadcloth,sequined,A,0,solid
100840,Casual,Average,4.5,M,Winter,v-neck,sleevless,natural,cotton,chiffon,button,C,0,striped
100841,Casual,Low,4.4,free,Summer,turndowncollor,sleevless,natural,cotton,chiffon,lace,E,0,solid
100842,Casual,Average,5,L,Summer,o-neck,sleevless,natural,cotton,satin,sashes,A,1,print
100843,Casual,Average,4.8,M,Summer,o-neck,halfsleeve,natural,polyster,shiffon,hollowout,B,0,solid
