fecha,cve_edo,cve_clues,nombre,calificacion,pac_act
20161125,10,DGSSA001866,S PEDRO DEL GALLO,52.8,6
20161125,10,DGSSA001714,TAYOLTITA,50.01,12
20161125,10,DGSSA001405,S JOSÉ DE LA PARRILLA,49.62,20
20161125,10,DGSSA003122,CS S JUAN DEL RIO,48.59,2
20161125,10,DGSSA000640,HI SIMON BOLIVAR,47.83,1
20161125,10,DGSSA002204,VICENTE GUERRERO,47.81,35
20161125,10,DGSSA000903,IGNACIO RAMÍREZ,47.04,2
20161125,10,DGSSA000594,PILAR DE ZARAGOZA,46.91,1
20161125,10,DGSSA001731,S MIGUEL DE CRUCES,46.52,8
20161125,10,DGSSA017312,NVO IDEAL,45.69,28
20161125,10,DGSSA001451,STA MA DEL ORO,45.05,13
20161125,10,DGSSA000763,COL JOSÉ LÓPEZ PORTILLO,44.49,2
20161125,10,DGSSA002163,GRANJA MORELOS,44.36,5
20161125,10,DGSSA000010,H INTEGRAL DE CANATLAN,42.58,23
20161125,10,DGSSA000804,EJIDO CALIFORNIA,42.42,5
20161125,10,DGSSA000734,INDEPENDENCIA,39.43,1
20161125,10,DGSSA000775,COL QUINCE DE DICIEMBRE,39,5
20161125,10,DGSSA001130,"CD JUÁREZ, DGO",38.65,3
20161125,10,DGSSA000816,GREGORIO GARCÍA,38.15,2
20161125,10,DGSSA001685,ABASOLO,37.85,4
20161125,10,DGSSA002076,TEPEHUANES,37.4,50
20161125,10,DGSSA001842,DIEZ DE OCTUBRE,36.99,3
20161125,10,DGSSA002233,GUATIMAPE,36.65,5
20161125,10,DGSSA001825,HI SAN JUAN DEL RIO,35.62,68
20161125,10,DGSSA001912,JOSÉ MA MORELOS,34.22,2
20161125,10,DGSSA017254,H INTEGRAL DEL MEZQUITAL,32.08,2
20161125,10,DGSSA001014,COL CESAR GUILLERMO MERAZ,30.47,1
20161125,10,DGSSA001055,CARLOS REAL,30.27,2
20161125,10,DGSSA017826,H INTEGRAL DE NAZAS,29.63,1
20161125,10,DGSSA001883,STA CLARA,28.01,1
20161125,10,DGSSA001545,HI PEÑON BLANCO,24.85,1
20161125,10,DGSSA002093,S JOSÉ DE LA BOCA,24,2
20161125,11,GTSSA003834,NVO JESÚS DEL MONTE,85.11,34
20161125,11,GTSSA002253,LA LUZ,82.54,38
20161125,11,GTSSA000730,EL CARRICILLO,81.66,25
20161125,11,GTSSA004493,CERRO PRIETO,81.62,29
20161125,11,GTSSA001903,ZEMPOALA,81.59,73
20161125,11,GTSSA005222,TIMBINAL,80.87,32
20161125,11,GTSSA004131,S JUAN DE LOS RÁNGELES,80.59,11
20161125,11,GTSSA002685,EL SALTO,80.52,23
20161125,11,GTSSA016900,PROVIDENCIA,79.88,48
20161125,11,GTSSA004756,LAS JICAMAS,79.79,85
20161125,11,GTSSA003180,EL JAGUEY,79.6,79
20161125,11,GTSSA002586,S JOSÉ DE LOS SAPOS,79.45,56
20161125,11,GTSSA004440,S ANTONIO,79.32,21
20161125,11,GTSSA000993,S PABLO,79.29,121
20161125,11,GTSSA017216,CRV 0 AGUAS NVAS,79.2,72
20161125,11,GTSSA004592,ESI 9 ANIMAS,79.17,39
20161125,11,GTSSA000754,MANGAS CUATAS,78.92,17
20161125,11,GTSSA003163,S ANTONIO CERRO PRIETO,78.51,68
20161125,11,GTSSA005111,LA CALERA,78.49,153
20161125,11,GTSSA003204,MONTE DE HOYOS,78.42,35
20161125,11,GTSSA017233,CRV 3 EL SALTO,78.15,20
20161125,11,GTSSA003151,HC ROMITA,77.84,337
20161125,11,GTSSA002562,PLAN DE AYALA,77.76,114
20161125,11,GTSSA005316,CATALAN DEL REFUGIO,77.65,42
20161125,11,GTSSA002603,S JUDAS,77.61,38
20161125,11,GTSSA017134,S ISIDRO OJO DE AGUA,77.48,44
20161125,11,GTSSA003175,CRUZ DE AGUILAR,77.33,66
20161125,11,GTSSA004481,CAÑADA DE TIRADOS,77.26,27
20161125,11,GTSSA001961,EL FRESNO,77.18,69
20161125,11,GTSSA000141,LA CONC,77.07,40
20161125,11,GTSSA004510,GUADALUPE,77.01,25
20161125,11,GTSSA002661,LA ORDEÑA,76.85,21
20161125,11,GTSSA001920,ESI 19 AGOSTADERO,76.84,17
20161125,11,GTSSA000631,LA LABOR,76.75,59
20161125,11,GTSSA005053,PALOMAS,76.66,17
20161125,11,GTSSA000544,ESPEJO,76.65,55
20161125,11,GTSSA017122,S ISIDRO DE LOS PALOMINOS,76.13,61
20161125,11,GTSSA004522,HUAPANGO,76.1,46
20161125,11,GTSSA004534,LLANO GRANDE,75.99,29
20161125,11,GTSSA001985,OJO DE AGUA DE MENDOZA,75.94,82
20161125,11,GTSSA016813,CORRALES AYALA,75.88,59
20161125,11,GTSSA017204,CRV 0 S ERNESTO,75.88,55
20161125,11,GTSSA004056,JOFRE (S JOSÉ DE JOFRE),75.82,16
20161125,11,GTSSA004633,RINCON DEL CANO,75.61,82
20161125,11,GTSSA004790,PUERTA DE ANDARACUA,75.58,25
20161125,11,GTSSA002772,BUENAVISTA DE CORTES,75.45,133
20161125,11,GTSSA003863,S IGNACIO DE HIDALGO,75.03,125
20161125,11,GTSSA002656,MOROLEÓNCAISES,75.03,931
20161125,11,GTSSA004546,MINILLAS,75,31
20161125,11,GTSSA003093,CAÑADA DE NEGROS,74.94,61
20161125,11,GTSSA003554,EXH MONJAS,74.9,54
20161125,11,GTSSA002796,CAÑADA DE CORRALEJO,74.86,23
20161125,11,GTSSA001413,S MARCOS DE ABAJO,74.79,45
20161125,11,GTSSA000964,ESI 35 OJOS DE AGUA,74.78,18
20161125,11,GTSSA003846,PEÑUELAS,74.59,100
20161125,11,GTSSA005106,YURIRIACAISES,74.49,799
20161125,11,GTSSA001565,PUENTECILLAS,74.31,156
20161125,11,GTSSA017455,S BERNARDO,74.26,57
20161125,11,GTSSA004160,EL REFUGIO,74.05,83
20161125,11,GTSSA016784,POZO ADEMADO,74.03,36
20161125,11,GTSSA000643,OBRAJUELO,73.83,63
20161125,11,GTSSA003216,STA ROSA DE RIVAS,73.81,88
20161125,11,GTSSA000042,ESTACIÓN JOAQUÍN,73.79,203
20161125,11,GTSSA003262,CONG DE CÁRDENAS,73.73,194
20161125,11,GTSSA000940,CALZADA DE TEPOZAN,73.72,123
20161125,11,GTSSA000935,MANUEL DOBLADOCAISES,73.68,448
20161125,11,GTSSA000701,ATARJEA,73.66,24
20161125,11,GTSSA000182,GAYTAN,73.6,43
20161125,11,GTSSA005193,CASACUARAN,73.49,156
20161125,11,GTSSA003706,ESI 25 HUIZACHE,73.37,38
20161125,11,GTSSA004925,ESI 8 JARALITO EL,73.37,20
20161125,11,GTSSA016825,GAVIA DE RIONDA,73.35,62
20161125,11,GTSSA003221,LA SARDINA,73.3,67
20161125,11,GTSSA005000,S MIGUEL DE LAS CASITAS,73.28,31
20161125,11,GTSSA000725,ALDAMA (XOCONOXTLE),73.14,19
20161125,11,GTSSA000136,ARROYO DE LA LUNA,73.11,74
20161125,11,GTSSA000836,ROQUE,73.01,140
20161125,11,GTSSA001990,PIEDRAS DE LUMBRE,72.96,50
20161125,11,GTSSA002130,ESPAÑITA,72.9,60
20161125,11,GTSSA016883,EL ESTANCO,72.76,13
20161125,11,GTSSA016953,CRV 2 TIERRAS NEGRAS,72.72,20
20161125,11,GTSSA000561,S ANTONIO CALICHAL,72.69,38
20161125,11,GTSSA002825,EL COMALILLO,72.66,60
20161125,11,GTSSA004196,ESI 11 EL AGUACATE,72.59,63
20161125,11,GTSSA000054,JOYA DE CALVILLO,72.52,140
20161125,11,GTSSA004855,MILPILLAS DE SANTIAGO,72.51,73
20161125,11,GTSSA004382,MEDRANOS,72.5,140
20161125,11,GTSSA004971,S SALVADOR TORRECILLAS,72.4,152
20161125,11,GTSSA001075,EL POTRERO,72.39,35
20161125,11,GTSSA003880,SAUZ DE ARMENTA,72.31,56
20161125,11,GTSSA001833,TOMELÓPEZ,72.28,233
20161125,11,GTSSA003105,JALPA DE CANOVAS,72.26,73
20161125,11,GTSSA017373,S FCO DEL RINCONCAISES,72.15,835
20161125,11,GTSSA004271,FRANCO TAVERA,72.09,131
20161125,11,GTSSA001495,CAMPUZANO,72.09,25
20161125,11,GTSSA004230,MESAS DE ACOSTA,72.09,16
20161125,11,GTSSA004744,CHARCO DE PANTOJA,72.05,274
20161125,11,GTSSA003023,ESI COLORADO DE SAAVEDRA,72.03,84
20161125,11,GTSSA004896,ESI 5 TEPEHUAJE,72.01,17
20161125,11,GTSSA003682,LOS MARTÍNEZ,72,29
20161125,11,GTSSA004942,COL 18 DE MARZO,71.79,58
20161125,11,GTSSA003052,PUEBLO NVO,71.75,231
20161125,11,GTSSA000013,ABASOLO CAISES,71.74,934
20161125,11,GTSSA000293,TOCUARO,71.71,88
20161125,11,GTSSA004172,ESI 13 PASO DE VAQUEROS,71.71,21
20161125,11,GTSSA004114,S ANTON DE LOS MARTÍNEZ,71.68,17
20161125,11,GTSSA004563,LA NORIA DE GALLEGOS,71.63,212
20161125,11,GTSSA001956,LA ENRREDADORA,71.54,31
20161125,11,GTSSA000602,CALERAS DE AMEXCHE,71.53,37
20161125,11,GTSSA004295,LA LEÓNA,71.49,24
20161125,11,GTSSA016755,ESTANCIA DEL LLANO,71.45,42
20161125,11,GTSSA002784,LA CALLE,71.38,103
20161125,11,GTSSA016982,EL ROSALITO,71.33,40
20161125,11,GTSSA016743,BALCONES DE LA JOYA,71.33,154
20161125,11,GTSSA002084,ZATEMAYE,71.27,49
20161125,11,GTSSA004242,POZOS,71.19,71
20161125,11,GTSSA002200,STA RITA,71.15,103
20161125,11,GTSSA000614,EL CASTILLO,71.14,30
20161125,11,GTSSA001092,CORONEO CESSA,71.06,228
20161125,11,GTSSA016965,CRV 2 LOS ALISOS,71.04,13
20161125,11,GTSSA003496,EL RANCHITO SAN JOSÉ,70.98,167
20161125,11,GTSSA000486,LOS RODRÍGUEZ,70.96,83
20161125,11,GTSSA004254,RINCON DE CENTENO,70.88,135
20161125,11,GTSSA017245,CRV 3 LA CEJA,70.87,45
20161125,11,GTSSA000252,S DIEGO,70.85,56
20161125,11,GTSSA001606,SAUCEDA,70.85,118
20161125,11,GTSSA003566,ESI 41  MULATOS,70.81,70
20161125,11,GTSSA000363,ESI 26 LA CAMPANA,70.81,42
20161125,11,GTSSA002171,LOS PINOS,70.72,21
20161125,11,GTSSA000025,LA CARROZA,70.67,98
20161125,11,GTSSA002446,VALLE DE S JOSÉCAISES,70.66,248
20161125,11,GTSSA001623,HC HUANIMARO,70.65,451
20161125,11,GTSSA004061,LOURDES,70.63,77
20161125,11,GTSSA001220,S GREGORIO,70.59,81
20161125,11,GTSSA016801,S JOSÉ DE ALLENDE,70.59,40
20161125,11,GTSSA002335,LOMAS DE LA TRINIDAD,70.59,85
20161125,11,GTSSA004283,SANTIAGO MARAVATIO,70.58,169
20161125,11,GTSSA017221,CRV 0 MARAVILLAS,70.57,21
20161125,11,GTSSA000404,CORRALEJO DE ARRIBA,70.55,82
20161125,11,GTSSA000684,TENANGO EL NVO,70.51,63
20161125,11,GTSSA005070,ESI 3  PILA LA,70.5,17
20161125,11,GTSSA003011,TACUBAYA,70.49,153
20161125,11,GTSSA002813,COL MORELOS,70.48,104
20161125,11,GTSSA001162,EL HUITZACHE,70.46,101
20161125,11,GTSSA004341,COLS NVO MÉXICO,70.41,70
20161125,11,GTSSA000030,HUITZATARITO,70.4,100
20161125,11,GTSSA002830,CORRALEJO DE HIDALGO,70.38,116
20161125,11,GTSSA000211,EL MAGUEY,70.31,12
20161125,11,GTSSA004785,NORIA DE MOSQUEDA,70.26,135
20161125,11,GTSSA001944,CANOAS,70.21,27
20161125,11,GTSSA002900,ORDEÑA DE BARAJAS,70.17,219
20161125,11,GTSSA002504,DUARTE,70.16,148
20161125,11,GTSSA000660,S JOSÉ AGUA AZUL,70.07,96
20161125,11,GTSSA003921,CARBAJAL,70.07,25
20161125,11,GTSSA000976,S JOSÉ DE OTATES,70.01,25
20161125,11,GTSSA004365,CHICHIMEQUILLAS,69.86,191
20161125,11,GTSSA001734,LAGUNA LARGA,69.83,91
20161125,11,GTSSA001232,EL SAUCILLO,69.83,45
20161125,11,GTSSA004580,TIERRA BLANCA CESSA,69.82,182
20161125,11,GTSSA004884,ESI 6 EL REFUGIO,69.73,34
20161125,11,GTSSA001261,MORISQUILLAS,69.67,47
20161125,11,GTSSA016941,CRV 2 MESA DE JESÚS,69.66,51
20161125,11,GTSSA005246,LA CANTERA II,69.64,24
20161125,11,GTSSA004102,EL REALITO,69.61,8
20161125,11,GTSSA000532,LA CUEVITA,69.6,65
20161125,11,GTSSA003146,PRADERA,69.59,49
20161125,11,GTSSA001244,DR MORA,69.58,305
20161125,11,GTSSA001360,XOCONOXTLE EL GRANDE,69.55,71
20161125,11,GTSSA000346,ALCOCER,69.43,43
20161125,11,GTSSA002842,LAGUNA LARGA DE CORTES,69.42,116
20161125,11,GTSSA000626,PUEBLO DE IXTLA,69.42,68
20161125,11,GTSSA005386,S BARTOLO AGUA CALIENTE,69.39,58
20161125,11,GTSSA003933,LA ESCONDIDA,69.38,47
20161125,11,GTSSA000380,ESI 42 LA PUERTA,69.36,58
20161125,11,GTSSA003595,LA SAUCEDA,69.35,69
20161125,11,GTSSA001005,ZAPOTE DE ADJUNTAS,69.34,42
20161125,11,GTSSA001343,EL CAPULIN,69.32,30
20161125,11,GTSSA004085,MINERAL DE S PEDRO,69.3,100
20161125,11,GTSSA001874,CERRITO DE CAMARGO,69.25,48
20161125,11,GTSSA001640,S JOSÉ DE AYALA,69.23,132
20161125,11,GTSSA004020,ESI 18 ADJUNTAS DEL BOZO,69.22,40
20161125,11,GTSSA002936,POTRERILLOS DEL RIO,69.2,114
20161125,11,GTSSA004575,S NICOLÁS DE LA CONDESA,69.09,74
20161125,11,GTSSA003040,ESI 20 EL PIRUL,69.08,51
20161125,11,GTSSA004032,LA CIÉNEGA,69.06,66
20161125,11,GTSSA002410,S CARLOS DE ROMOCAISES,69.06,166
20161125,11,GTSSA004505,LOS FIERROS,69.02,56
20161125,11,GTSSA004645,ESI 10 HUIZACHE,69.01,17
20161125,11,GTSSA004966,MEXICANOS,68.96,188
20161125,11,GTSSA016936,CRV CIENEGA DE JUANA RUIZ,68.94,37
20161125,11,GTSSA000264,S JUAN JARIPEO,68.93,62
20161125,11,GTSSA017553,GTSSA017553,68.93,705
20161125,11,GTSSA005251,ESI 40 S PEDRO PALO MOCHO,68.91,55
20161125,11,GTSSA016760,LA NORITA,68.89,43
20161125,11,GTSSA004324,LA ALDEA,68.86,186
20161125,11,GTSSA001174,LA MOCHA,68.83,72
20161125,11,GTSSA000952,FRÍAS,68.82,58
20161125,11,GTSSA000981,S JUAN DE LA PUERTA,68.81,47
20161125,11,GTSSA004312,SILAO CAISES,68.78,1391
20161125,11,GTSSA000083,RANCHO NVO DE LA CRUZ,68.77,249
20161125,11,GTSSA002970,S ANTONIO DE ACEVES,68.73,47
20161125,11,GTSSA002550,NVO VALLE DE MORENO,68.69,35
20161125,11,GTSSA001862,JARAL DEL PROGRESOCAISES,68.68,560
20161125,11,GTSSA017163,JERECUARO  CAISES,68.68,273
20161125,11,GTSSA001635,MONTE BLANCO,68.61,197
20161125,11,GTSSA002475,CASA BLANCA,68.59,366
20161125,11,GTSSA017192,CRV 0 LA ESCONDIDA,68.56,44
20161125,11,GTSSA017484,STA ANA PACUECO  CESSA,68.56,334
20161125,11,GTSSA003542,S DIEGO DE LA UNIÓNCAISES,68.55,391
20161125,11,GTSSA000573,S JUAN DEL LLANITO,68.45,48
20161125,11,GTSSA000351,SANTUARIO DE ATOTONILCO,68.45,61
20161125,11,GTSSA003501,S NICOLÁS DE AGUSTÍNOS,68.43,206
20161125,11,GTSSA002644,C FAMILIAR LA SOLEDAD,68.4,57
20161125,11,GTSSA000071,PERALTA,68.39,87
20161125,11,GTSSA004336,BAJIO DE BONILLAS,68.33,87
20161125,11,GTSSA004616,LA CUESTA DE PEÑONES,68.31,42
20161125,11,GTSSA004370,EL ESPEJO,68.3,66
20161125,11,GTSSA003192,MEZQUITE GORDO,68.28,85
20161125,11,GTSSA004044,ESI 27 EL CHIVATO,68.27,73
20161125,11,GTSSA002026,ESI 30 LA SALITRERA,68.26,32
20161125,11,GTSSA004703,VALLE DE SANTIAGOCAISES,68.25,1452
20161125,11,GTSSA005292,PLAZUELAS,68.23,92
20161125,11,GTSSA016726,PURISIMA DEL JARDINCAISES,68.19,839
20161125,11,GTSSA001273,OBRAJITOS DE ARRIBA,68.16,67
20161125,11,GTSSA004423,TARANDACUAO CESSA,68.13,177
20161125,11,GTSSA004476,EL ACEBUCHE,68.07,60
20161125,11,GTSSA005041,MISION DE STA ROSA,68.04,22
20161125,11,GTSSA005094,LA SÁVILA,68.03,15
20161125,11,GTSSA016690,ARBOLEDAS DE CASTILLOS,67.94,75
20161125,11,GTSSA002866,EL MARMOL,67.92,74
20161125,11,GTSSA004126,S ISIDRO,67.87,41
20161125,11,GTSSA001746,MARQUEZ,67.86,204
20161125,11,GTSSA004761,MAGDALENA DE ARACEO,67.84,163
20161125,11,GTSSA002673,PIÑICUARO,67.8,86
20161125,11,GTSSA003076,YOSTIRO,67.79,117
20161125,11,GTSSA005024,EL MILAGRO,67.78,12
20161125,11,GTSSA002755,PÉNJAMO CESSA,67.77,1130
20161125,11,GTSSA004913,DERRAMADEROS,67.76,11
20161125,11,GTSSA003851,S CRISTÓBAL,67.72,91
20161125,11,GTSSA002591,S JUAN DE OTATES,67.71,105
20161125,11,GTSSA001763,RIVERA DE GUADALUPE,67.68,154
20161125,11,GTSSA000672,S PEDRO TENANGO,67.62,83
20161125,11,GTSSA003571,LA PRESITA,67.6,81
20161125,11,GTSSA003653,LA LABOR,67.57,90
20161125,11,GTSSA004551,LA MONCADA,67.56,182
20161125,11,GTSSA002463,LEÓNCAISES,67.54,354
20161125,11,GTSSA003274,CERRO GORDO,67.45,283
20161125,11,GTSSA005415,S FCO DE ASIS,67.41,187
20161125,11,GTSSA017571,GTSSA017571,67.38,643
20161125,11,GTSSA001850,ESI 32 EL GARBANZO,67.29,52
20161125,11,GTSSA000742,ESI 4 EL DURAZNO,67.21,18
20161125,11,GTSSA004691,EL DERRAMADERO,67.2,49
20161125,11,GTSSA003134,EL CARMEN,67.15,144
20161125,11,GTSSA017460,EL TECOLOTE,67.13,85
20161125,11,GTSSA000655,EL PEÑON,67.12,41
20161125,11,GTSSA003426,ESTANCIA DEL CARMEN,67.09,16
20161125,11,GTSSA003402,CUPAREO,67.06,26
20161125,11,GTSSA017562,GTSSA017562,67.04,1226
20161125,11,GTSSA017180,CRV 0 S FCO,67,13
20161125,11,GTSSA000305,VELASCO IBARRA,67,59
20161125,11,GTSSA001051,RANCHO MORALES,66.99,150
20161125,11,GTSSA003064,PANALES,66.95,104
20161125,11,GTSSA002871,ESI MANGAS DE CORRALEJO,66.93,38
20161125,11,GTSSA003035,ZAPOTE DE CESTAU,66.88,93
20161125,11,GTSSA004604,CIENEGUILLA,66.88,89
20161125,11,GTSSA001104,CEBOLLETAS,66.87,40
20161125,11,GTSSA003962,OJO DE AGUA DEL REFUGIO,66.87,88
20161125,11,GTSSA017320,PROGRESO SOLIDARIDAD,66.82,123
20161125,11,GTSSA005304,GUANGUITIRO,66.81,37
20161125,11,GTSSA001133,ALAMEDA,66.8,193
20161125,11,GTSSA002055,S PABLO,66.76,65
20161125,11,GTSSA004872,RANCHO VIEJO,66.75,20
20161125,11,GTSSA004802,RINCON DE PARANGUEO,66.74,169
20161125,11,GTSSA000206,EL JARAL DEL REFUGIO,66.68,17
20161125,11,GTSSA000911,EL BECERRO,66.67,64
20161125,11,GTSSA000923,TENERIA DEL SANTUARIO,66.67,143
20161125,11,GTSSA000095,VARAL DE CABRERA,66.66,156
20161125,11,GTSSA004015,S LUIS DE LA PAZCAISES,66.65,876
20161125,11,GTSSA002043,S LUCAS,66.62,66
20161125,11,GTSSA002941,POTREROS,66.56,103
20161125,11,GTSSA005082,ESI 1  RUCIO EL,66.55,39
20161125,11,GTSSA003636,S ANDRÉS DEL CUBO,66.53,76
20161125,11,GTSSA017332,LOMA DORADA  CAISES,66.51,130
20161125,11,GTSSA001775,S AGUSTÍN,66.48,135
20161125,11,GTSSA002912,PALO ALTO DE ABAJO,66.46,113
20161125,11,GTSSA002340,S JUAN BOSCOCAISES,66.34,54
20161125,11,GTSSA002994,S GABRIEL,66.32,68
20161125,11,GTSSA003373,SALVATIERRACAISES,66.32,362
20161125,11,GTSSA003390,LAS CRUCES,66.3,27
20161125,11,GTSSA000515,APASEO EL ALTOCAISES,66.29,576
20161125,11,GTSSA001401,ESI 24 CERRO BLANCO,66.29,38
20161125,11,GTSSA004452,S JOSÉ DE HIDALGO,66.29,47
20161125,11,GTSSA003991,S DIEGO DE LAS TRASQUILAS,66.27,50
20161125,11,GTSSA000556,OJO DE AGUA,66.26,46
20161125,11,GTSSA004184,STA CATARINA CESSA,66.19,140
20161125,11,GTSSA001046,LANDIN,66.15,69
20161125,11,GTSSA001063,NEUTLA,66.11,123
20161125,11,GTSSA001466,GUANAJUATOCAISES,66.08,625
20161125,11,GTSSA002376,JACINTO LÓPEZ,66.06,100
20161125,11,GTSSA004394,PAXTLE,66.05,59
20161125,11,GTSSA000235,LOS ORGANOS,66.05,31
20161125,11,GTSSA002533,LOZA DE LOS PADRES,66.04,126
20161125,11,GTSSA002883,MEZQUITE DE LUNA,66.01,81
20161125,11,GTSSA005205,STA MONICA OZUMBILLA,65.98,73
20161125,11,GTSSA001203,TIERRA FRÍA,65.9,62
20161125,11,GTSSA002924,PALO VERDE,65.9,61
20161125,11,GTSSA000240,PARACUARO,65.83,109
20161125,11,GTSSA001676,COL JUÁREZCAISES,65.82,711
20161125,11,GTSSA005275,CUEVAS DE MORALES,65.81,113
20161125,11,GTSSA004353,COMANJILLA,65.8,79
20161125,11,GTSSA001780,S ANTONIO DE CHICO,65.79,103
20161125,11,GTSSA016731,LOS BARCOS,65.62,84
20161125,11,GTSSA001932,CANDELAS,65.62,81
20161125,11,GTSSA002306,RIVERA DE LA PRESA,65.54,135
20161125,11,GTSSA005210,TEJOCOTE DE CALERA,65.51,116
20161125,11,GTSSA000771,COL EMILIANO ZAPATACAISES,65.46,157
20161125,11,GTSSA003875,S ROQUE DE TORES,65.37,54
20161125,11,GTSSA001705,LA CAJA,65.33,68
20161125,11,GTSSA001722,ALDAMA,65.32,166
20161125,11,GTSSA000281,S VICENTE MUNGUIA,65.31,48
20161125,11,GTSSA004266,SANTIAGO DE CUENDA,65.24,142
20161125,11,GTSSA000853,S JUAN DE LA VEGACAISES,65.24,191
20161125,11,GTSSA004954,EL CHINACO,65.19,26
20161125,11,GTSSA002545,NVO LINDERO,65.13,83
20161125,11,GTSSA003291,VALTIERRA,65.1,139
20161125,11,GTSSA001681,TORRES LANDACAISES,65.09,1513
20161125,11,GTSSA002241,LOS LIMONESCAISES,65.03,231
20161125,11,GTSSA001191,STA FE DE LA PURISIMA,65.03,30
20161125,11,GTSSA017006,CORTAZARCAISES,65.02,689
20161125,11,GTSSA003974,PTO CARROZA,64.96,37
20161125,11,GTSSA016830,COL LAGOS,64.96,187
20161125,11,GTSSA000433,GALVANES,64.94,44
20161125,11,GTSSA001792,S ANTONIO EL RICO,64.93,123
20161125,11,GTSSA001022,LA BORUNDA,64.88,23
20161125,11,GTSSA000462,LA PALMILLA,64.87,49
20161125,11,GTSSA004983,XICHU,64.86,66
20161125,11,GTSSA001034,EMPALME ESCOBEDO,64.81,115
20161125,11,GTSSA002195,S JOSÉ DE CEMENTOS,64.66,57
20161125,11,GTSSA003110,POTRERILLOS,64.65,18
20161125,11,GTSSA003665,LAGUNA DE GUADALUPE,64.64,44
20161125,11,GTSSA001256,LOMA DE BUENAVISTA,64.61,91
20161125,11,GTSSA002323,CHAPALITACAISES,64.41,149
20161125,11,GTSSA016772,RESIDENCIAL TECNOLÓGICO,64.4,250
20161125,11,GTSSA000416,LA CRUZ DEL PALMAR,64.39,77
20161125,11,GTSSA000276,STIAGUILLO,64.25,49
20161125,11,GTSSA017356,CRV 0 LOMA BLANCA,64.19,25
20161125,11,GTSSA004686,EL CHARCO,64.16,35
20161125,11,GTSSA000503,LA TALEGA,64.16,31
20161125,11,GTSSA003711,SALTO DEL AHOGADO,64.15,35
20161125,11,GTSSA005403,LA ERMITA,64.08,163
20161125,11,GTSSA016702,LA LIBERTAD,64.05,128
20161125,11,GTSSA003810,JESÚS DEL MONTE,64.02,39
20161125,11,GTSSA002895,LOS OCOTES,64,101
20161125,11,GTSSA002236,CERRITO DE JEREZ,63.99,198
20161125,11,GTSSA003320,S JOSÉ DE MENDOZA,63.96,97
20161125,11,GTSSA005234,S ISIDRO,63.9,174
20161125,11,GTSSA000824,RINCON DE TAMAYOCAISES,63.9,218
20161125,11,GTSSA001372,ESI 23 MANZANOS,63.9,47
20161125,11,GTSSA005036,ESI S DIEGO DE PITAHAYAS,63.85,29
20161125,11,GTSSA000194,IRAMUCO,63.82,137
20161125,11,GTSSA003344,URUETARO,63.81,35
20161125,11,GTSSA004090,ESI 28 EL PRINGON,63.78,37
20161125,11,GTSSA002014,LA SABANILLA,63.69,59
20161125,11,GTSSA002381,LOMAS DE GUADALUPE,63.69,104
20161125,11,GTSSA000066,LABOR DE PERALTA,63.69,192
20161125,11,GTSSA005263,S NICOLÁS TEMAZCATIO,63.6,80
20161125,11,GTSSA002031,SALTO DE PEÑA,63.6,88
20161125,11,GTSSA004930,VILLAGRANCAISES,63.48,387
20161125,11,GTSSA001285,LA REDONDA,63.47,49
20161125,11,GTSSA004464,TARIMORO,63.4,432
20161125,11,GTSSA001693,ESI 44 BUENOS AIRES,63.4,43
20161125,11,GTSSA000124,ANDOCUTIN,63.29,32
20161125,11,GTSSA001500,CAÑADA DE BUSTOS,63.25,142
20161125,11,GTSSA004732,COPALES,63.19,61
20161125,11,GTSSA004831,VICTORIA,63.16,148
20161125,11,GTSSA004621,LA ESTANCIA,63.09,25
20161125,11,GTSSA001845,VALENCIANITA,63.05,65
20161125,11,GTSSA001442,LA VENTA,63.05,71
20161125,11,GTSSA002516,LA SDIA,63.01,66
20161125,11,GTSSA004435,PASO DE OVEJAS,62.93,34
20161125,11,GTSSA000153,ESI 29 CUTARO,62.87,50
20161125,11,GTSSA001611,ZANGARRO,62.86,62
20161125,11,GTSSA002743,STA BÁRBARA,62.82,126
20161125,11,GTSSA005176,MONTE DE LOS JUÁREZ,62.79,41
20161125,11,GTSSA002311,VALLE DE S BERNARDO,62.77,161
20161125,11,GTSSA000170,CHUPICUARO,62.76,37
20161125,11,GTSSA001751,PEÑUELAS,62.74,98
20161125,11,GTSSA004843,ESI 7 MALINTO,62.74,23
20161125,11,GTSSA003081,HC PURISIMA DE BUSTOS,62.68,212
20161125,11,GTSSA000585,HC APASEO EL GRANDE,62.66,312
20161125,11,GTSSA002801,CERRITOS BLANCOS,62.64,88
20161125,11,GTSSA002282,S NICOLÁS,62.52,174
20161125,11,GTSSA003455,LA LUZ,62.48,61
20161125,11,GTSSA005135,CERECUARO,62.46,21
20161125,11,GTSSA004201,PAREDES,62.39,9
20161125,11,GTSSA016895,LA LOMACAISES,62.38,308
20161125,11,GTSSA003781,ESI 16 EL ZAPOTE,62.32,21
20161125,11,GTSSA003525,S PEDRO DE LOS NARANJOS,62.24,58
20161125,11,GTSSA003600,HC S FELIPE,62.23,822
20161125,11,GTSSA001816,S ROQUE,62.22,140
20161125,11,GTSSA002166,EL PAISAJE,62.1,86
20161125,11,GTSSA000841,SAN ISIDRO DE CRESPO,62.08,66
20161125,11,GTSSA004901,CIENEGUILLA,62.07,72
20161125,11,GTSSA001355,JAMAICA,62.05,124
