id,as,lsg,oldstat,func,rel,assn,drink,status,howknow,cucard,survey,change,why,time,shift,shtime,fam,knnosw,nosw,inc,usenow,nowsw,x,y,distneares,distcw,distpw,cw50,cw100,cw150,pw50,pw100,pw150,ed,pw,cw,shifted,c50,c50to100,c100to150,p50,p50to100,p100to150,switch,as1to2,as2to3,as3to4,nearest,ed4,safeswitch,safemislab,safenolabe,switchfunc,arsenic,newstat,as4to965,lon,lat
422,73,0,2,1,1,1,0,0,12,1,1,pw,1,36,NA,NA,NA,NA,NA,NA,,NA,257223.3125,2630275.25,11.2489996,137.0330048,11.2489996,0,0,1,7,10,18,0,1,0,0,0,0,1,2,1,2,switch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61584579,23.76512494
423,69,2,0,1,1,1,23,1,2,1,1,dugnew,NA,24,NA,NA,2,NA,NA,NA,,NA,257217.3125,2630272.25,4.880000114,131.0310059,4.880000114,0,0,1,7,10,18,0,NA,NA,1,0,0,1,2,1,2,switch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61579172,23.76510007
424,50,0,13,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,257235.1406,2630260.5,18.93799973,149.4290009,18.93799973,0,0,1,6,9,18,5,0,0,0,0,0,1,2,1,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61595236,23.76500262
425,58,1,0,1,1,1,23,0,12,1,0,no,NA,NA,NA,NA,NA,5,NA,NA,,NA,257250.8125,2630262.25,18.14299965,164.9080048,18.14299965,0,0,0,6,11,16,5,0,0,0,0,0,0,2,1,1,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61609357,23.76501713
426,52,2,0,1,1,1,23,1,2,1,1,dugnew,NA,24,NA,NA,NA,NA,NA,NA,,NA,257231.4219,2630292.25,15.77900028,146.2920074,15.77900028,0,0,1,6,9,17,12,NA,NA,1,0,0,1,2,1,2,switch,0,0,0,0to50,over10,NA,NA,NA,NA,51to150,unsafe,0,90.61591886,23.76526592
427,62,2,0,1,1,1,23,2,NA,1,1,dugnew,NA,15,NA,NA,NA,NA,NA,NA,,NA,257212.3594,2630270.5,0.386999995,126.1080017,0.386999995,0,0,1,8,10,19,5,NA,NA,1,0,0,1,2,1,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61574709,23.76508556
428,48,1,3,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,4,NA,NA,NA,,NA,257199.2031,2630276.75,12.94200039,112.947998,12.94200039,0,0,1,9,13,19,5,0,0,0,0,0,1,2,1,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61562855,23.76513739
429,333,0,2,1,2,1,0,0,12,1,1,pw,1,36,NA,NA,NA,NA,NA,NA,,NA,257193,2630272,14.96500015,106.7279968,14.96500015,0,0,1,8,13,18,5,1,0,0,0,0,1,2,1,1,switch,0,0,1,0to50,1to5,NA,NA,NA,NA,251to350,unsafe,0,90.61557266,23.765098
430,33,0,13,1,2,1,23,1,12,1,1,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,257176.4063,2630275.25,14.84200001,90.1210022,14.84200001,0,1,1,7,15,17,5,0,0,0,0,1,0,2,2,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61542314,23.76512496
431,31,3,0,0,2,1,0,1,12,1,1,pw,0,12,NA,NA,NA,NA,NA,NA,,NA,257173.125,2630272.25,12.66300011,86.84400177,12.66300011,0,1,1,8,15,19,0,1,0,0,0,1,0,2,2,1,switch,0,0,0,0to50,none,1,1,0,0,0to50,safe,0,90.61539358,23.76510008
432,39,4,0,1,2,1,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,257155.1719,2630276,6.988999844,68.90899658,6.988999844,0,1,1,4,15,20,0,0,0,0,0,1,0,1,3,1,noswitch,0,0,0,0to50,none,0,1,0,NA,0to50,safe,0,90.61523181,23.76513119
433,44,0,3,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,257152.0469,2630282.25,10.66100025,66.2990036,10.66100025,0,1,1,4,16,20,5,0,0,0,0,1,0,1,3,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61520366,23.76518302
434,42,0,0,0,1,0,0,1,12,0,0,pw,0,1,NA,NA,NA,NA,NA,NA,,NA,257157.25,2630238,18.19099998,79.44499969,18.19099998,0,1,1,5,16,21,0,1,0,0,0,1,0,1,3,1,switch,0,0,0,0to50,none,1,1,0,0,0to50,safe,0,90.61525052,23.76481605
435,33,0,3,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,257167.3594,2630252.5,10.44900036,83.81199646,10.44900036,0,1,1,7,16,20,0,0,0,0,0,1,0,2,2,1,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.61534162,23.7649363
436,51,1,0,1,3,0,23,0,12,0,0,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,257150.6094,2630237.5,24.67700005,73.88200378,24.67700005,0,1,1,5,15,21,0,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61519069,23.76481191
437,102,0,0,0,3,1,0,0,12,0,0,pw,1,20,NA,NA,NA,NA,NA,NA,,NA,257142.375,2630263.5,20.57900047,57.0359993,20.57900047,0,1,1,6,16,20,0,1,0,0,0,1,0,2,2,1,switch,1,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.6151165,23.76502753
438,40,0,0,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,257105.0156,2630234.75,12.88300037,43.34700012,12.88300037,1,1,1,6,13,22,0,0,0,0,1,0,0,2,2,2,noswitch,0,0,0,0to50,none,0,1,0,NA,0to50,safe,0,90.61477987,23.76478912
439,126,0,0,1,1,1,23,0,12,1,1,no,NA,NA,NA,NA,NA,2,NA,NA,,NA,257126.0469,2630232.5,17.50699997,57.32600021,17.50699997,0,1,1,6,15,20,0,0,0,0,0,1,0,2,2,1,noswitch,1,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61496937,23.76477045
440,41,0,3,1,2,0,23,1,12,1,1,no,NA,NA,NA,NA,10,NA,NA,NA,,NA,257111.0625,2630250.5,6.369999886,34.01300049,6.369999886,1,1,1,5,15,22,0,0,0,0,1,0,0,1,2,2,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.61483436,23.76491973
441,35,0,3,1,2,0,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,257123.6875,2630283.75,9.015000343,38.72900009,9.015000343,1,1,1,6,16,21,0,0,0,0,1,0,0,2,2,1,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.61494813,23.76519547
442,60,2,0,1,2,0,23,1,2,1,1,dugnew,NA,12,NA,NA,0,NA,NA,NA,,NA,257076.5156,2630298.75,22.88199997,26.76199913,22.88199997,1,1,1,4,11,21,5,NA,NA,1,1,0,0,1,2,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61452309,23.76531988
443,59,2,0,1,1,0,23,1,2,1,1,dugnew,NA,12,NA,NA,1,NA,NA,NA,,NA,257062.2969,2630312.5,6.796000004,45.63399887,6.796000004,1,1,1,1,10,17,5,NA,NA,1,1,0,0,1,2,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61439498,23.76543391
444,44,0,3,0,1,0,0,1,12,0,0,cw,0,1,NA,NA,NA,NA,NA,NA,,NA,257103.7813,2630292.75,25.75699997,25.75699997,27.91300011,1,1,1,5,12,22,0,0,1,0,1,0,0,1,2,2,switch,0,0,0,0to50,none,1,1,1,0,0to50,safe,0,90.61476877,23.76527011
445,22,1,0,1,1,1,23,1,12,0,0,no,NA,NA,NA,NA,7,NA,NA,NA,,NA,257099.0781,2630255.25,3.542999983,22.4810009,3.542999983,1,1,1,5,14,22,10,0,0,0,1,0,0,1,2,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.61472638,23.76495913
446,72,0,2,0,1,0,0,0,12,1,1,cw,1,8,NA,NA,NA,NA,NA,NA,,NA,257089.2031,2630295.25,21.57099915,21.57099915,30.91300011,1,1,1,5,11,21,0,0,1,0,1,0,0,1,2,2,switch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61463741,23.76529085
447,66,1,2,1,3,1,0,0,12,0,0,cworpw,NA,NA,NA,NA,NA,NA,NA,NA,,NA,257077.6563,2630265.75,8.99600029,11.75699997,8.99600029,1,1,1,6,13,21,0,NA,NA,0,1,0,0,2,2,2,switch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61453336,23.76504621
448,74,2,0,1,1,1,23,2,NA,1,1,dugnew,NA,10,NA,NA,NA,NA,NA,NA,,NA,257058.4844,2630308.5,2.40899992,44.41199875,2.40899992,1,1,1,1,11,18,0,NA,NA,1,1,0,0,1,2,2,switch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61436063,23.76540074
449,71,2,0,1,1,1,23,2,NA,0,0,dugnew,NA,4,NA,NA,NA,NA,NA,NA,,NA,257048.8906,2630303.75,9.305999756,47.93999863,9.305999756,1,1,1,1,11,21,0,NA,NA,1,1,0,0,1,2,2,switch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61427418,23.76536135
450,86,2,0,1,2,1,23,1,2,0,0,dugnew,NA,12,NA,NA,NA,NA,NA,NA,,NA,257049.5625,2630242.75,21.99600029,48.1570015,21.99600029,1,1,1,5,12,20,7,NA,NA,1,1,0,0,1,2,2,switch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.61428022,23.76485548
451,28,0,3,1,2,0,23,1,12,0,0,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,257049.75,2630253.25,22.56299973,41.9679985,22.56299973,1,1,1,5,12,20,5,0,0,0,1,0,0,1,2,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61428191,23.76494256
452,51,0,0,1,2,0,23,0,12,0,0,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,257034.3594,2630268.5,14.07699966,52.19100189,14.07699966,0,1,1,4,12,21,10,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.61414324,23.76506903
453,5,2,0,1,2,0,23,1,2,1,1,dugnew,NA,30,NA,NA,0,NA,NA,NA,,NA,257035.5156,2630236,13.33100033,63.26800156,13.33100033,0,1,1,3,12,20,0,NA,NA,1,0,1,0,1,2,2,switch,0,0,0,0to50,none,1,1,0,1,0to50,safe,0,90.61415365,23.76479951
454,63,0,0,0,1,1,0,0,12,1,1,pw,1,24,NA,NA,NA,NA,NA,NA,,NA,257026.625,2630243.25,4.09800005,67.04299927,4.09800005,0,1,1,3,12,20,5,1,0,0,0,1,0,1,2,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61407354,23.76485964
455,18,1,3,1,2,1,23,1,12,1,1,no,NA,NA,NA,NA,10,NA,NA,NA,,NA,257021.0469,2630244.75,7.337999821,71.40399933,7.337999821,0,1,1,4,13,20,5,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61402328,23.76487208
456,40,1,2,1,1,1,23,0,2,0,0,no,NA,NA,NA,NA,NA,4,NA,2,1,NA,257008.4844,2630286.25,31.74600029,78.81500244,31.74600029,0,1,1,4,11,19,5,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,1to5,0,0,1,NA,0to50,safe,0,90.6139101,23.76521624
457,9,0,13,1,2,0,23,1,12,0,0,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,256991.9063,2630291,14.95300007,95.95300293,14.95300007,0,1,1,3,12,19,5,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61376073,23.76525564
458,43,1,0,1,1,0,0,0,3,0,0,pw,1,2,NA,NA,NA,NA,NA,0,1,NA,256958.3125,2630284,26.4090004,128.397995,26.4090004,0,0,1,4,12,18,10,1,0,0,0,0,1,1,2,2,switch,0,0,0,0to50,6to10,1,1,0,1,0to50,safe,0,90.61345803,23.7651976
459,58,2,0,1,1,1,23,2,NA,1,1,dugnew,NA,6,NA,NA,NA,NA,NA,NA,,NA,256955.0313,2630271.25,29.64900017,131.2810059,29.64900017,0,0,1,5,12,18,5,NA,NA,1,0,0,1,1,2,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61342846,23.76509186
460,31,2,0,1,1,1,23,2,NA,0,0,dugnew,NA,32,NA,NA,NA,NA,NA,NA,,NA,256929.9531,2630286.5,22.07099915,156.8399963,22.07099915,0,0,0,3,11,15,0,NA,NA,1,0,0,0,1,2,1,switch,0,0,0,0to50,none,1,1,0,1,0to50,safe,0,90.6132025,23.76521834
461,55,0,2,1,1,0,23,0,12,1,1,no,NA,NA,NA,NA,NA,23,NA,NA,,NA,256911.5781,2630295,11.37699986,175.9989929,11.37699986,0,0,0,5,10,15,5,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61303694,23.76528883
462,126,0,2,1,1,0,1,0,12,0,0,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,257029.8906,2630296.25,29.54100037,60.66999817,29.54100037,0,1,1,3,11,19,0,1,0,0,0,1,0,1,2,2,switch,1,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.61410298,23.76529916
463,52,0,0,1,1,0,23,0,12,0,0,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,257025.9844,2630295.5,33.36700058,64.09899902,33.36700058,0,1,1,4,9,18,10,0,0,0,0,1,0,1,1,2,noswitch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.61406779,23.76529294
464,83,1,0,1,1,0,23,0,12,0,0,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,257029.8438,2630313.25,26.71500015,68.81700134,26.71500015,0,1,1,1,9,18,10,0,0,0,0,1,0,1,2,2,noswitch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.61410257,23.76544014
465,16,0,0,1,3,1,23,1,12,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,256933.0313,2630236,21.22800064,157.8329926,21.22800064,0,0,0,5,13,16,3,0,0,0,0,0,0,1,2,1,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.61323022,23.76479954
466,5,0,0,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,256944.6094,2630247.75,20.27400017,144.0619965,20.27400017,0,0,1,4,12,17,3,0,0,0,0,0,1,1,2,1,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.61333455,23.76489698
467,13,0,0,0,2,0,0,1,12,1,1,pw,0,1,NA,NA,NA,NA,NA,NA,,NA,256916.2813,2630271.25,13.5880003,170.0330048,13.5880003,0,0,0,4,11,15,3,1,0,0,0,0,0,1,2,1,switch,0,0,0,0to50,1to5,1,1,0,0,0to50,safe,0,90.61307931,23.76509188
468,5,0,3,1,2,0,23,1,12,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,256901.2969,2630249.5,20.0909996,186.5769958,20.0909996,0,0,0,5,11,15,5,0,0,0,0,0,0,1,2,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61294428,23.76491151
469,27,0,0,1,2,1,23,1,12,1,1,no,NA,NA,NA,NA,4,NA,NA,NA,,NA,256885.75,2630224.75,17.63400078,206.4609985,17.63400078,0,0,0,4,9,15,4,0,0,0,0,0,0,1,1,2,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.61280419,23.76470626
470,20,0,3,0,2,0,0,1,12,1,1,pw,0,2,NA,NA,NA,NA,NA,NA,,NA,256888.9375,2630242.5,31.47200012,199.8390045,31.47200012,0,0,0,5,10,15,3,1,0,0,0,0,0,1,1,1,switch,0,0,0,0to50,1to5,1,1,1,0,0to50,safe,0,90.61283292,23.76485346
471,33,2,0,1,1,1,23,2,NA,0,0,dugnew,NA,4,NA,NA,NA,NA,NA,NA,,NA,256861.7969,2630225,22.65299988,229.7610016,22.65299988,0,0,0,4,8,12,0,NA,NA,1,0,0,0,1,1,1,switch,0,0,0,0to50,none,1,1,0,1,0to50,safe,0,90.61258836,23.76470834
472,57,0,3,1,2,0,23,1,2,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,8,256820.7344,2630209.75,21.11800003,273.1700134,21.11800003,0,0,0,2,5,9,5,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.61221837,23.76458189
473,24,0,0,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,256829.875,2630257.75,10.90400028,256.9169922,10.90400028,0,0,0,3,7,11,0,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,none,0,1,0,NA,0to50,safe,0,90.61230075,23.76497995
474,32,0,0,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,256819.1719,2630247.75,18.76399994,268.3840027,18.76399994,0,0,0,2,5,10,0,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,none,0,1,0,NA,0to50,safe,0,90.6122043,23.76489702
475,37,0,3,1,1,0,23,1,12,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,256672.2031,2630302.25,22.36300087,317.0280151,22.36300087,0,0,0,1,2,2,5,0,0,0,0,0,0,1,1,0,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61088007,23.76534904
476,48,2,3,1,1,1,23,2,NA,0,0,dugnew,NA,NA,NA,NA,NA,NA,NA,NA,,NA,256616.0938,2630260.75,26.53700066,260.9909973,26.53700066,0,0,0,1,2,2,0,NA,NA,1,0,0,0,1,1,0,switch,0,0,0,0to50,none,1,1,1,1,0to50,safe,0,90.61037449,23.7650049
477,53,0,2,1,1,0,23,0,12,1,1,no,NA,NA,NA,NA,NA,4,NA,NA,,NA,256674.7813,2630182.25,71.48200226,210.326004,71.48200226,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,1,noswitch,0,0,0,50to100,none,NA,NA,NA,NA,51to150,unsafe,0,90.61090326,23.76435388
478,67,0,3,1,1,1,23,1,2,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,3,256687.0313,2630193,71.63700104,225.9960022,71.63700104,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,noswitch,0,0,0,50to100,none,NA,NA,NA,NA,51to150,unsafe,0,90.61101364,23.76444303
479,19,1,3,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,256635.9688,2630067.5,8.725000381,97.48799896,8.725000381,0,1,1,3,10,13,5,0,0,0,0,1,0,1,2,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.6105535,23.76340227
480,27,0,3,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,5,NA,NA,NA,,NA,256630.7031,2630058,12.43299961,87.47599792,12.43299961,0,1,1,5,11,14,10,0,0,0,0,1,0,1,2,1,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.61050605,23.76332349
481,350,0,2,1,1,0,0,0,12,1,1,pw,1,36,NA,NA,NA,NA,NA,NA,,NA,256607.0313,2630075.25,23.83099937,83.78099823,23.83099937,0,1,1,4,10,13,5,1,0,0,0,1,0,1,2,1,switch,0,0,1,0to50,1to5,NA,NA,NA,NA,251to350,unsafe,0,90.61029276,23.76346655
482,12,0,3,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,8,NA,NA,NA,,NA,256585.8125,2630046.5,6.513000011,48.06000137,6.513000011,1,1,1,4,11,14,6,0,0,0,1,0,0,1,2,1,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.61010156,23.76322813
483,39,0,13,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,15,NA,NA,NA,,NA,256562.7344,2630038.75,16.74500084,33.27299881,16.74500084,1,1,1,3,10,16,10,0,0,0,1,0,0,1,2,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.60989362,23.76316387
484,280,0,2,1,3,1,0,0,2,1,1,pw,1,30,NA,NA,NA,NA,NA,NA,,NA,256573.1094,2630018.75,5.728000164,18.20499992,5.728000164,1,1,1,4,10,15,12,1,0,0,1,0,0,1,2,1,switch,0,1,0,0to50,over10,NA,NA,NA,NA,251to350,unsafe,0,90.60998709,23.76299801
485,29,1,3,1,1,1,23,1,1,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,256598.1875,2630044.5,19.05500031,54.05199814,19.05500031,0,1,1,6,12,14,8,0,0,0,0,1,0,2,2,1,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.61021307,23.76321154
486,27,0,13,1,1,1,23,1,1,0,0,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,256614.7344,2630018,8.829999924,55.49100113,8.829999924,0,1,1,6,13,14,0,0,0,0,0,1,0,2,2,1,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.61036215,23.76299177
487,22,0,1,0,2,1,0,1,1,0,0,pw,0,12,NA,NA,NA,NA,NA,NA,,NA,256617.3281,2630030.75,19.08399963,61.98699951,19.08399963,0,1,1,6,12,14,4,1,0,0,0,1,0,2,2,1,switch,0,0,0,0to50,1to5,1,1,1,0,0to50,safe,0,90.61038553,23.76309751
488,12,0,13,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,256647.3438,2630026.75,15.56099987,89.22599792,15.56099987,0,1,1,6,12,14,6,0,0,0,0,1,0,2,2,1,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.61065598,23.76306433
489,48,2,2,0,1,0,0,0,2,1,1,pw,1,36,NA,NA,NA,NA,NA,NA,,NA,256658.3906,2630056.5,21.08099937,110.2440033,21.08099937,0,0,1,6,9,13,5,1,0,0,0,0,1,2,1,1,switch,0,0,0,0to50,1to5,1,0,1,0,0to50,safe,0,90.61075553,23.76331104
490,77,0,2,1,1,1,0,0,12,1,1,pw,1,36,NA,NA,NA,NA,NA,NA,,NA,256554.0313,2630067.5,15.81499958,62.14699936,15.81499958,0,1,1,3,7,13,5,1,0,0,0,1,0,1,1,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.60981521,23.7634023
491,74,0,12,1,1,1,0,0,12,1,1,pw,1,1,NA,NA,NA,NA,NA,NA,,NA,256531.6563,2630020.5,32.5870018,32.5870018,36.69800186,1,1,1,2,6,16,5,1,0,0,1,0,0,1,1,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.60961358,23.76301253
492,77,0,12,1,1,0,1,0,12,1,1,pw,1,24,NA,NA,NA,4,NA,NA,,NA,256521.9063,2630016,40.13100052,40.13100052,45.93899918,1,1,1,2,6,15,10,1,0,0,1,0,0,1,1,2,switch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.60952573,23.76297522
493,158,0,3,1,1,1,1,0,1,1,1,pw,1,2,NA,NA,NA,4,NA,NA,,NA,256508.2969,2630025.75,49.63800049,56.13899994,49.63800049,0,1,1,1,4,15,2,1,0,0,0,1,0,1,1,3,switch,1,0,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.60940311,23.76305608
494,80,0,2,1,1,0,0,0,12,0,1,pw,1,36,NA,NA,NA,NA,NA,NA,,NA,256530.5781,2630066.75,24.88699913,68.24900055,24.88699913,0,1,1,1,3,11,10,1,0,0,0,1,0,1,1,2,switch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.60960389,23.76339609
495,55,0,2,1,1,1,23,0,2,0,0,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,256505.25,2630067,47.67100143,82.64099884,47.67100143,0,1,1,1,3,12,0,0,0,0,0,1,0,1,1,2,noswitch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.60937567,23.76339817
496,90,0,2,1,1,1,0,0,12,1,1,pw,1,36,NA,NA,NA,NA,NA,NA,,NA,256494.2188,2630057.75,56.5909996,84.41999817,56.5909996,0,1,1,0,4,11,10,1,0,0,0,1,0,0,1,2,switch,0,0,0,50to100,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.60927627,23.76332146
497,52,2,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,256481.4844,2630079,74.11699677,107.9260025,74.11699677,0,0,1,0,2,6,8,0,0,0,0,0,1,0,1,1,noswitch,0,0,0,50to100,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.60916154,23.76349769
498,259,1,0,1,1,1,0,0,12,1,1,pw,1,24,NA,NA,NA,NA,NA,NA,,NA,256468.5,2630075.5,81.84899902,115.6429977,81.84899902,0,0,1,0,2,5,0,1,0,0,0,0,1,0,1,1,switch,0,1,0,50to100,none,NA,NA,NA,NA,251to350,unsafe,0,90.60904454,23.76346867
499,127,0,2,1,1,1,1,0,12,0,2,pw,1,36,NA,NA,NA,5,NA,NA,,NA,256461.3594,2630084.75,86.09400177,126.9199982,86.09400177,0,0,1,0,2,5,8,1,0,0,0,0,1,0,1,1,switch,1,0,0,50to100,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.6089802,23.76354539
500,97,0,12,1,1,0,23,0,12,1,1,no,NA,NA,NA,NA,NA,4,NA,NA,,NA,256460.4063,2630068.75,71.80599976,118.4940033,71.80599976,0,0,1,0,2,5,14,0,0,0,0,0,1,0,1,1,noswitch,0,0,0,50to100,over10,NA,NA,NA,NA,51to150,unsafe,0,90.60897161,23.7634127
501,147,0,2,1,1,1,23,0,12,1,1,no,NA,NA,NA,NA,NA,4,NA,NA,,NA,256446.4063,2630064.75,61.74499893,128.6620026,61.74499893,0,0,1,0,1,5,4,0,0,0,0,0,1,0,1,1,noswitch,1,0,0,50to100,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.60884546,23.76337953
502,103,0,2,1,1,0,23,0,12,1,1,no,NA,NA,NA,NA,NA,4,NA,NA,,NA,256581.9219,2629986.75,25.04500008,28.40399933,25.04500008,1,1,1,4,10,16,12,0,0,0,1,0,0,1,2,2,noswitch,1,0,0,0to50,over10,NA,NA,NA,NA,51to150,unsafe,0,90.61006649,23.76273263
503,20,2,3,1,1,0,23,2,NA,1,1,dugnew,NA,NA,NA,NA,NA,NA,NA,NA,,NA,256545.8438,2629974.5,34.48500061,34.48500061,50.25699997,1,1,1,0,8,17,10,NA,NA,1,1,0,0,0,2,2,switch,0,0,0,0to50,6to10,1,1,1,1,0to50,safe,0,90.6097414,23.76263105
504,17,0,3,1,3,0,23,1,12,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,256563.75,2629957.75,27.04999924,47.98400116,27.04999924,1,1,1,2,9,15,7,0,0,0,1,0,0,1,2,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.60990274,23.76249213
