idno,psu,dweight,stratval,gvjbevn,gvhlthc,gvslvol,gvslvue,gvcldcr,gvpdlwk,sbprvpv,sbeqsoc,sbcwkfm
115008,150,2.0613," Hampshire, W Sussex, Isle of Wight  ",5,10,10,7,5,9,2,3,2
115012,150,1.546," Hampshire, W Sussex, Isle of Wight  ",7,9,8,5,7,4,3,4,3
115014,150,0.5153," Hampshire, W Sussex, Isle of Wight  ",7,9,10,8,8,9,4,4,3
115015,150,0.5153," Hampshire, W Sussex, Isle of Wight  ",3,5,5,4,3,7,2,2,2
115016,150,0.5153," Hampshire, W Sussex, Isle of Wight  ",9,9,8,6,7,7,2,4,2
115017,150,1.0307," Hampshire, W Sussex, Isle of Wight  ",10,10,10,2,3,5,4,2,2
115018,150,0.5153," Hampshire, W Sussex, Isle of Wight  ",2,8,7,6,8,8,2,2,2
115020,150,1.0307," Hampshire, W Sussex, Isle of Wight  ",1,10,10,10,10,8,2,2,2
115101,151,1.546," Hampshire, W Sussex, Isle of Wight  ",4,9,9,6,9,8,3,2,2
115102,151,1.0307," Hampshire, W Sussex, Isle of Wight  ",10,10,10,5,5,3,4,3,2
115104,151,1.0307," Hampshire, W Sussex, Isle of Wight  ",4,10,10,8,7,8,3,2,2
115105,151,1.546," Hampshire, W Sussex, Isle of Wight  ",6,10,10,5,7,9,4,4,3
115106,151,1.0307," Hampshire, W Sussex, Isle of Wight  ",6,10,10,3,9,5,2,2,3
115107,151,1.0307," Hampshire, W Sussex, Isle of Wight  ",1,3,5,3,2,3,2,3,3
115108,151,1.0307," Hampshire, W Sussex, Isle of Wight  ",10,10,10,4,4,0,4,5,2
115110,151,1.0307," Hampshire, W Sussex, Isle of Wight  ",5,9,8,4,10,8,4,2,4
115115,151,0.5153," Hampshire, W Sussex, Isle of Wight  ",5,7,7,2,8,7,3,4,2
115117,151,1.0307," Hampshire, W Sussex, Isle of Wight  ",2,10,10,8,8,10,4,2,3
115201,152,0.5153," Hampshire, W Sussex, Isle of Wight  ",6,8,8,8,8,8,3,3,3
115202,152,0.5153," Hampshire, W Sussex, Isle of Wight  ",4,8,8,6,7,6,3,2,2
115203,152,1.0307," Hampshire, W Sussex, Isle of Wight  ",4,7,7,4,5,7,NA,2,2
115204,152,1.0307," Hampshire, W Sussex, Isle of Wight  ",5,8,10,10,10,6,3,2,2
115206,152,1.0307," Hampshire, W Sussex, Isle of Wight  ",0,9,10,10,10,9,3,4,4
115209,152,0.5153," Hampshire, W Sussex, Isle of Wight  ",5,8,8,7,7,7,2,2,2
115210,152,1.0307," Hampshire, W Sussex, Isle of Wight  ",6,8,7,4,4,5,2,4,NA
115211,152,1.0307," Hampshire, W Sussex, Isle of Wight  ",3,8,7,3,6,5,3,3,3
115215,152,0.5153," Hampshire, W Sussex, Isle of Wight  ",4,8,7,6,6,6,2,2,2
115216,152,0.5153," Hampshire, W Sussex, Isle of Wight  ",9,10,10,7,7,9,4,3,2
115218,152,1.0307," Hampshire, W Sussex, Isle of Wight  ",0,9,9,5,5,5,3,3,2
115303,153,1.0307," Hampshire, W Sussex, Isle of Wight  ",8,10,7,6,6,4,2,4,2
115304,153,1.546," Hampshire, W Sussex, Isle of Wight  ",7,9,9,7,8,7,2,4,2
115305,153,1.0307," Hampshire, W Sussex, Isle of Wight  ",2,8,8,7,7,8,4,2,2
115306,153,0.5153," Hampshire, W Sussex, Isle of Wight  ",8,10,8,7,7,8,3,4,2
115310,153,1.0307," Hampshire, W Sussex, Isle of Wight  ",4,9,6,5,6,8,3,4,4
115313,153,1.0307," Hampshire, W Sussex, Isle of Wight  ",1,10,3,6,1,1,2,2,2
115318,153,1.0307," Hampshire, W Sussex, Isle of Wight  ",10,10,10,1,5,6,2,4,2
115319,153,2.0613," Hampshire, W Sussex, Isle of Wight  ",6,8,7,7,9,5,2,4,3
115401,154,0.5153," Hampshire, W Sussex, Isle of Wight  ",8,8,8,8,8,8,2,2,2
115402,154,1.0307," Hampshire, W Sussex, Isle of Wight  ",5,10,10,5,5,8,2,2,2
115405,154,1.0307," Hampshire, W Sussex, Isle of Wight  ",4,8,8,6,7,9,3,3,2
115406,154,1.0307," Hampshire, W Sussex, Isle of Wight  ",9,9,9,6,8,9,2,4,4
115407,154,2.0613," Hampshire, W Sussex, Isle of Wight  ",7,9,8,4,3,5,2,4,3
115409,154,1.0307," Hampshire, W Sussex, Isle of Wight  ",5,10,6,5,7,4,2,2,2
115410,154,0.5153," Hampshire, W Sussex, Isle of Wight  ",10,10,10,10,10,6,5,1,3
115411,154,1.546," Hampshire, W Sussex, Isle of Wight  ",4,9,9,8,7,9,4,3,2
115412,154,1.0307," Hampshire, W Sussex, Isle of Wight  ",8,10,10,2,8,8,2,2,2
115414,154,1.546," Hampshire, W Sussex, Isle of Wight  ",5,5,9,5,8,7,4,2,2
115415,154,0.5153," Hampshire, W Sussex, Isle of Wight  ",0,8,8,5,8,8,2,2,2
115416,154,1.546," Hampshire, W Sussex, Isle of Wight  ",5,8,7,5,7,2,2,2,2
115417,154,0.5153," Hampshire, W Sussex, Isle of Wight  ",5,10,10,0,10,10,1,3,2
115420,154,1.0307," Hampshire, W Sussex, Isle of Wight  ",3,8,8,7,7,7,2,2,3
115501,155,1.0307," Hampshire, W Sussex, Isle of Wight  ",7,8,8,5,7,4,3,4,3
115502,155,0.5153," Hampshire, W Sussex, Isle of Wight  ",8,9,9,8,8,8,4,2,2
115503,155,1.0307," Hampshire, W Sussex, Isle of Wight  ",3,9,9,5,7,10,2,3,2
115506,155,1.0307," Hampshire, W Sussex, Isle of Wight  ",7,8,9,7,8,8,2,2,2
115508,155,1.0307," Hampshire, W Sussex, Isle of Wight  ",7,8,8,8,8,6,2,2,2
115509,155,1.546," Hampshire, W Sussex, Isle of Wight  ",6,4,4,4,4,6,2,2,2
115510,155,0.5153," Hampshire, W Sussex, Isle of Wight  ",7,7,8,6,7,8,2,3,2
115512,155,0.5153," Hampshire, W Sussex, Isle of Wight  ",8,8,8,6,8,10,3,2,2
115515,155,1.0307," Hampshire, W Sussex, Isle of Wight  ",4,6,6,5,5,6,4,2,2
115516,155,0.5153," Hampshire, W Sussex, Isle of Wight  ",4,10,10,1,8,8,3,3,3
115517,155,1.0307," Hampshire, W Sussex, Isle of Wight  ",7,7,7,5,9,7,4,3,3
115518,155,0.5153," Hampshire, W Sussex, Isle of Wight  ",4,10,8,9,7,7,3,2,2
115520,155,1.0307," Hampshire, W Sussex, Isle of Wight  ",4,9,8,3,7,4,4,2,3
115601,156,0.5153," Hampshire, W Sussex, Isle of Wight  ",8,9,9,6,9,8,2,2,2
115602,156,1.0307," Hampshire, W Sussex, Isle of Wight  ",7,10,10,10,10,8,1,3,2
115605,156,1.0307," Hampshire, W Sussex, Isle of Wight  ",1,8,6,2,6,6,2,4,4
115607,156,1.0307," Hampshire, W Sussex, Isle of Wight  ",8,10,10,5,6,8,2,3,2
115608,156,0.5153," Hampshire, W Sussex, Isle of Wight  ",7,10,10,5,10,10,2,2,2
115610,156,0.5153," Hampshire, W Sussex, Isle of Wight  ",2,8,4,3,5,3,2,3,3
115613,156,0.5153," Hampshire, W Sussex, Isle of Wight  ",9,9,10,8,8,8,2,3,2
115614,156,1.546," Hampshire, W Sussex, Isle of Wight  ",7,10,7,5,5,5,3,2,3
115615,156,1.0307," Hampshire, W Sussex, Isle of Wight  ",8,10,10,5,10,8,2,2,2
115616,156,1.0307," Hampshire, W Sussex, Isle of Wight  ",0,10,7,3,8,8,5,5,4
115617,156,0.5153," Hampshire, W Sussex, Isle of Wight  ",0,10,10,3,3,7,2,3,2
115619,156,1.0307," Hampshire, W Sussex, Isle of Wight  ",7,9,9,8,NA,7,3,2,2
115620,156,0.5153," Hampshire, W Sussex, Isle of Wight  ",7,8,8,5,7,7,3,4,2
115705,157,1.0307," Hampshire, W Sussex, Isle of Wight  ",7,10,10,7,8,8,2,2,2
115708,157,0.5153," Hampshire, W Sussex, Isle of Wight  ",6,10,8,9,5,8,2,2,2
115709,157,1.0307," Hampshire, W Sussex, Isle of Wight  ",5,10,9,5,5,4,2,3,2
115710,157,0.5153," Hampshire, W Sussex, Isle of Wight  ",5,8,9,3,9,8,3,4,4
115715,157,1.0307," Hampshire, W Sussex, Isle of Wight  ",8,9,9,6,5,7,3,2,3
115716,157,0.5153," Hampshire, W Sussex, Isle of Wight  ",5,8,10,5,9,7,2,2,2
115717,157,1.0307," Hampshire, W Sussex, Isle of Wight  ",8,10,9,8,8,8,2,2,2
115801,158,1.546, Kent and E Sussex  ,4,7,7,7,5,5,3,4,4
115803,158,0.5153, Kent and E Sussex  ,0,8,9,5,10,0,5,4,3
115805,158,0.5153, Kent and E Sussex  ,NA,7,6,4,8,7,2,4,3
115808,158,1.0307, Kent and E Sussex  ,4,10,8,5,7,7,2,2,2
115809,158,1.546, Kent and E Sussex  ,8,7,7,6,6,NA,2,2,2
115810,158,1.0307, Kent and E Sussex  ,10,10,10,7,7,5,3,4,3
115818,158,1.0307, Kent and E Sussex  ,10,9,8,5,5,7,1,2,2
115902,159,1.0307, Kent and E Sussex  ,10,10,10,8,3,8,2,3,2
115903,159,0.5153, Kent and E Sussex  ,1,10,9,6,7,6,2,3,3
115905,159,1.0307, Kent and E Sussex  ,0,7,8,5,3,4,2,4,4
115906,159,1.0307, Kent and E Sussex  ,6,7,7,7,7,8,2,3,3
115907,159,1.0307, Kent and E Sussex  ,2,8,8,6,5,7,4,2,2
115910,159,2.0613, Kent and E Sussex  ,3,8,8,4,7,5,4,4,2
115912,159,2.0613, Kent and E Sussex  ,3,9,6,7,3,7,2,3,2
115914,159,0.5153, Kent and E Sussex  ,10,10,10,10,10,10,2,2,2
115915,159,0.5153, Kent and E Sussex  ,9,10,7,6,7,7,2,4,2
115918,159,1.0307, Kent and E Sussex  ,2,8,9,4,9,6,2,2,2
115920,159,1.546, Kent and E Sussex  ,4,7,7,4,0,7,2,3,2
116001,160,1.0307, Kent and E Sussex  ,6,7,7,5,7,7,4,4,4
116003,160,1.0307, Kent and E Sussex  ,7,8,8,7,7,7,3,3,3
116004,160,0.5153, Kent and E Sussex  ,4,8,7,7,5,7,2,2,2
116005,160,1.0307, Kent and E Sussex  ,6,8,8,6,8,10,2,4,4
116007,160,1.0307, Kent and E Sussex  ,6,9,8,5,8,7,3,4,2
116008,160,1.0307, Kent and E Sussex  ,4,10,10,5,6,6,2,4,3
116009,160,1.0307, Kent and E Sussex  ,1,10,9,3,0,7,4,4,4
116010,160,1.0307, Kent and E Sussex  ,10,10,10,6,8,8,2,2,2
116011,160,0.5153, Kent and E Sussex  ,5,5,8,3,5,9,3,2,2
116014,160,1.546, Kent and E Sussex  ,6,8,8,5,4,6,4,2,2
116015,160,1.0307, Kent and E Sussex  ,10,10,10,10,4,5,2,4,3
116016,160,1.0307, Kent and E Sussex  ,2,9,10,5,9,10,2,3,3
116017,160,0.5153, Kent and E Sussex  ,6,10,10,6,6,8,4,4,2
116018,160,0.5153, Kent and E Sussex  ,5,8,9,7,8,7,2,3,3
116019,160,0.5153, Kent and E Sussex  ,9,10,10,9,10,9,4,2,2
116020,160,1.0307, Kent and E Sussex  ,8,10,10,8,9,10,2,2,3
116103,161,1.0307, Kent and E Sussex  ,7,10,10,5,9,10,3,4,3
116104,161,0.5153, Kent and E Sussex  ,5,9,8,7,5,5,3,3,2
116105,161,2.0613, Kent and E Sussex  ,5,8,7,5,4,3,2,2,3
116110,161,1.0307, Kent and E Sussex  ,10,10,10,10,10,10,2,4,4
116113,161,1.0307, Kent and E Sussex  ,9,10,10,8,6,9,4,4,2
116117,161,1.0307, Kent and E Sussex  ,5,9,8,4,3,4,4,2,2
116118,161,1.0307, Kent and E Sussex  ,4,9,9,4,9,5,3,4,3
116201,162,1.0307, Kent and E Sussex  ,10,10,10,10,10,10,4,2,1
116204,162,1.0307, Kent and E Sussex  ,2,10,10,10,8,8,3,4,2
116205,162,1.0307, Kent and E Sussex  ,4,8,8,4,6,7,2,4,3
116206,162,1.0307, Kent and E Sussex  ,4,8,9,3,7,5,3,4,3
116209,162,0.5153, Kent and E Sussex  ,4,10,10,7,10,10,2,4,2
116210,162,2.0613, Kent and E Sussex  ,8,9,9,7,8,9,4,2,2
116213,162,0.5153, Kent and E Sussex  ,8,10,7,3,8,8,2,2,3
116215,162,0.5153, Kent and E Sussex  ,0,5,6,4,4,6,2,4,2
116217,162,0.5153, Kent and E Sussex  ,6,5,7,4,4,4,1,2,2
116301,163,0.5153, Kent and E Sussex  ,1,8,6,5,5,5,5,3,2
116302,163,2.0613, Kent and E Sussex  ,5,8,8,3,7,7,4,3,2
116304,163,1.0307, Kent and E Sussex  ,6,9,9,5,9,5,3,3,2
116306,163,1.0307, Kent and E Sussex  ,8,9,9,7,6,5,2,3,3
116308,163,1.546, Kent and E Sussex  ,4,10,7,7,8,7,2,2,NA
116310,163,1.0307, Kent and E Sussex  ,1,8,7,6,7,7,2,3,2
116313,163,1.0307, Kent and E Sussex  ,8,8,8,7,6,2,2,5,2
116315,163,0.5153, Kent and E Sussex  ,6,8,8,7,9,6,2,2,2
116316,163,1.0307, Kent and E Sussex  ,6,10,10,6,7,8,3,4,2
116317,163,0.5153, Kent and E Sussex  ,3,9,8,5,3,4,3,3,2
116318,163,1.0307, Kent and E Sussex  ,2,8,6,3,5,3,2,2,2
116319,163,1.0307, Kent and E Sussex  ,4,9,8,3,3,5,2,3,2
116320,163,1.0307, Kent and E Sussex  ,5,8,7,7,3,2,2,4,2
116401,164,1.0307, Kent and E Sussex  ,6,9,10,9,7,5,2,4,2
116402,164,1.0307, Kent and E Sussex  ,3,10,10,10,8,9,4,4,2
116404,164,2.0613, Kent and E Sussex  ,8,10,9,4,5,7,2,4,2
116405,164,1.0307, Kent and E Sussex  ,3,9,9,4,8,8,2,4,3
116407,164,1.0307, Kent and E Sussex  ,10,10,10,5,5,9,1,4,3
116411,164,2.5767, Kent and E Sussex  ,6,10,10,5,6,8,3,4,2
116413,164,3.092, Kent and E Sussex  ,4,10,8,5,5,8,3,2,2
116415,164,2.0613, Kent and E Sussex  ,4,8,8,5,5,6,4,2,3
116416,164,2.0613, Kent and E Sussex  ,10,10,10,5,8,8,2,3,2
116417,164,4, Kent and E Sussex  ,9,9,9,6,10,7,3,1,2
116418,164,0.5153, Kent and E Sussex  ,8,10,9,9,10,8,2,2,2
116420,164,0.8012, Kent and E Sussex  ,1,7,8,4,4,8,2,4,4
116503,165,0.5153, Kent and E Sussex  ,6,8,10,5,5,8,NA,3,3
116505,165,2.0613, Kent and E Sussex  ,0,2,3,3,NA,4,NA,4,4
116508,165,2.0613, Kent and E Sussex  ,8,10,10,7,9,8,2,2,2
116509,165,0.5153, Kent and E Sussex  ,5,8,8,6,6,5,2,2,2
116512,165,1.0307, Kent and E Sussex  ,7,9,10,10,5,NA,2,3,2
116516,165,0.5153, Kent and E Sussex  ,9,9,10,7,7,6,2,3,3
116520,165,0.5153, Kent and E Sussex  ,3,5,6,6,6,7,1,2,2
116602,166,1.0307, Kent and E Sussex  ,2,9,8,3,8,5,3,3,2
116604,166,1.0307, Kent and E Sussex  ,4,8,8,5,6,6,2,3,2
116605,166,0.5153, Kent and E Sussex  ,5,8,8,5,8,8,3,3,3
116607,166,1.0307, Kent and E Sussex  ,10,10,10,5,9,10,2,4,2
116608,166,0.5153, Kent and E Sussex  ,3,7,9,5,5,7,2,1,2
116609,166,1.0307, Kent and E Sussex  ,7,9,7,7,8,4,2,3,3
116610,166,2.0613, Kent and E Sussex  ,7,8,7,6,6,7,2,2,2
116612,166,2.0613, Kent and E Sussex  ,9,9,9,9,9,9,4,3,2
116613,166,1.0307, Kent and E Sussex  ,8,10,9,6,5,7,2,3,2
116615,166,0.5153, Kent and E Sussex  ,5,10,8,5,5,5,3,3,2
116619,166,2.0613, Kent and E Sussex  ,3,5,7,5,4,3,3,4,3
116620,166,1.0307, Kent and E Sussex  ,8,10,8,5,5,9,2,2,2
116702,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,1,8,8,6,NA,3,2,4,NA
116703,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,3,6,7,4,3,6,3,3,2
116705,167,1.546, Surrey and London Borough of Kingston-upon-Thames,8,10,10,8,7,6,4,3,4
116708,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,0,10,10,5,6,0,5,4,4
116709,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,5,6,8,5,8,7,2,2,4
116710,167,1.0307, Surrey and London Borough of Kingston-upon-Thames,4,10,10,5,8,9,2,3,2
116713,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,2,9,9,8,9,9,2,2,2
116715,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,10,10,10,6,10,9,2,1,2
116716,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,0,10,10,10,10,0,4,4,4
116719,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,0,7,5,5,5,7,3,4,3
116720,167,0.5153, Surrey and London Borough of Kingston-upon-Thames,7,8,8,7,8,9,2,2,2
116801,168,1.0307, Surrey and London Borough of Kingston-upon-Thames,3,8,7,4,5,6,2,2,4
116802,168,1.0307, Surrey and London Borough of Kingston-upon-Thames,3,10,8,4,7,8,2,2,2
116804,168,1.0307, Surrey and London Borough of Kingston-upon-Thames,4,8,7,4,5,5,2,4,3
116805,168,1.0307, Surrey and London Borough of Kingston-upon-Thames,9,9,9,9,9,8,4,4,2
116806,168,0.5153, Surrey and London Borough of Kingston-upon-Thames,3,10,7,7,5,6,3,3,NA
116810,168,2.5767, Surrey and London Borough of Kingston-upon-Thames,7,9,6,1,7,5,2,2,2
116812,168,1.0307, Surrey and London Borough of Kingston-upon-Thames,4,8,8,6,5,6,2,2,2
116815,168,1.0307, Surrey and London Borough of Kingston-upon-Thames,5,9,8,3,5,5,4,4,2
116818,168,0.5153, Surrey and London Borough of Kingston-upon-Thames,4,8,8,5,5,8,2,3,2
116819,168,1.546, Surrey and London Borough of Kingston-upon-Thames,2,9,9,1,4,7,4,4,3
116901,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,4,8,8,4,9,5,2,4,4
116902,169,0.5153, Surrey and London Borough of Kingston-upon-Thames,4,5,5,4,4,6,2,3,2
116903,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,8,9,8,5,5,8,2,2,2
116904,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,3,8,7,4,4,6,4,3,4
116905,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,3,5,6,6,5,7,2,2,3
116906,169,1.546, Surrey and London Borough of Kingston-upon-Thames,2,7,7,2,2,6,3,3,4
116907,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,5,9,10,7,7,7,2,3,2
116908,169,1.546, Surrey and London Borough of Kingston-upon-Thames,2,4,4,3,4,3,4,4,4
116909,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,4,8,6,4,6,8,4,3,3
116911,169,2.0613, Surrey and London Borough of Kingston-upon-Thames,6,10,10,6,3,6,3,3,2
116913,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,3,4,7,3,5,5,2,2,3
116914,169,0.5153, Surrey and London Borough of Kingston-upon-Thames,0,8,6,5,6,5,2,4,2
116915,169,0.5153, Surrey and London Borough of Kingston-upon-Thames,2,9,10,5,10,7,4,4,3
116918,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,6,10,10,8,7,7,3,3,2
116919,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,7,10,8,6,8,7,2,2,3
116920,169,1.0307, Surrey and London Borough of Kingston-upon-Thames,10,10,10,6,8,5,2,2,2
117001,170,0.5153, Surrey and London Borough of Kingston-upon-Thames,5,10,9,5,9,8,2,2,1
117002,170,0.5153, Surrey and London Borough of Kingston-upon-Thames,3,8,8,7,7,8,4,4,2
117003,170,1.0307, Surrey and London Borough of Kingston-upon-Thames,1,8,8,8,8,8,2,2,2
117005,170,1.0307, Surrey and London Borough of Kingston-upon-Thames,10,10,10,5,10,10,4,2,3
117008,170,1.546, Surrey and London Borough of Kingston-upon-Thames,8,10,10,6,4,4,4,4,4
117009,170,0.5153, Surrey and London Borough of Kingston-upon-Thames,9,10,10,10,10,10,3,3,3
117010,170,1.0307, Surrey and London Borough of Kingston-upon-Thames,8,9,9,7,7,6,4,2,2
117015,170,1.0307, Surrey and London Borough of Kingston-upon-Thames,7,9,8,8,7,8,2,2,3
117016,170,0.5153, Surrey and London Borough of Kingston-upon-Thames,5,10,10,6,10,6,1,3,3
117017,170,1.0307, Surrey and London Borough of Kingston-upon-Thames,5,8,8,6,4,2,5,5,5
117020,170,1.0307, Surrey and London Borough of Kingston-upon-Thames,6,9,9,3,5,8,4,4,NA
117102,171,1.0307, Rest of the Outer London Boroughs  ,5,10,9,9,8,10,2,2,2
117103,171,1.0307, Rest of the Outer London Boroughs  ,2,6,6,4,6,6,5,4,3
117104,171,1.546, Rest of the Outer London Boroughs  ,5,9,10,2,10,10,2,4,2
117108,171,1.0307, Rest of the Outer London Boroughs  ,8,9,10,6,8,7,2,2,3
117109,171,1.0307, Rest of the Outer London Boroughs  ,5,7,6,5,7,5,2,2,2
117111,171,1.0307, Rest of the Outer London Boroughs  ,7,10,8,6,8,10,2,4,4
117112,171,0.5153, Rest of the Outer London Boroughs  ,9,10,10,5,10,7,1,3,1
117114,171,1.0307, Rest of the Outer London Boroughs  ,5,10,8,5,9,5,3,2,3
117117,171,0.5153, Rest of the Outer London Boroughs  ,5,10,10,5,10,10,NA,NA,2
117119,171,1.0307, Rest of the Outer London Boroughs  ,5,10,10,4,9,9,3,3,2
117120,171,0.5153, Rest of the Outer London Boroughs  ,5,7,7,6,9,9,2,1,4
117201,172,1.0307, Rest of the Outer London Boroughs  ,5,9,9,6,7,9,2,4,2
117206,172,1.0307, Rest of the Outer London Boroughs  ,8,10,8,6,7,8,2,2,2
117207,172,1.0307, Rest of the Outer London Boroughs  ,NA,8,8,8,8,8,2,2,2
117211,172,1.0307, Rest of the Outer London Boroughs  ,10,10,10,5,0,8,4,4,4
117212,172,1.0307, Rest of the Outer London Boroughs  ,10,10,5,10,10,5,2,3,3
117214,172,1.0307, Rest of the Outer London Boroughs  ,0,10,10,0,1,9,2,4,2
117215,172,1.0307, Rest of the Outer London Boroughs  ,6,8,8,5,5,5,2,4,3
117218,172,0.5153, Rest of the Outer London Boroughs  ,2,8,8,5,7,7,2,2,2
117219,172,1.0307, Rest of the Outer London Boroughs  ,6,7,7,6,6,6,3,2,3
117220,172,1.0307, Rest of the Outer London Boroughs  ,3,9,9,4,9,8,4,2,2
117305,173,1.0307, Rest of the Outer London Boroughs  ,5,9,10,7,8,10,3,2,2
117310,173,1.0307, Rest of the Outer London Boroughs  ,5,5,5,5,5,5,3,3,3
117311,173,1.546, Rest of the Outer London Boroughs  ,5,9,9,5,8,8,2,2,2
117313,173,1.0307, Rest of the Outer London Boroughs  ,7,9,8,7,7,8,2,2,2
117316,173,0.5153, Rest of the Outer London Boroughs  ,8,10,9,8,10,10,3,4,2
117402,174,0.5153, Rest of the Outer London Boroughs  ,4,8,8,4,5,7,2,4,2
117403,174,0.5153, Rest of the Outer London Boroughs  ,7,9,9,7,7,8,3,2,3
117407,174,0.5153, Rest of the Outer London Boroughs  ,3,2,10,8,10,10,4,2,2
117409,174,2.0613, Rest of the Outer London Boroughs  ,7,10,8,8,6,6,3,3,3
117411,174,1.0307, Rest of the Outer London Boroughs  ,8,9,9,6,4,7,2,5,2
117412,174,0.5153, Rest of the Outer London Boroughs  ,7,8,8,8,6,8,2,2,2
117416,174,0.5153, Rest of the Outer London Boroughs  ,4,10,10,0,7,10,2,4,4
117417,174,1.0307, Rest of the Outer London Boroughs  ,8,9,9,5,8,8,4,2,2
117418,174,0.5153, Rest of the Outer London Boroughs  ,5,8,8,6,6,6,2,3,3
117419,174,2.0613, Rest of the Outer London Boroughs  ,9,10,10,6,7,9,2,3,2
117420,174,1.0307, Rest of the Outer London Boroughs  ,0,10,8,4,5,8,1,4,4
117504,175,1.0307, Rest of the Outer London Boroughs  ,7,7,7,6,7,8,2,3,2
117513,175,0.5153, Rest of the Outer London Boroughs  ,5,10,8,3,8,6,2,4,3
117516,175,1.546, Rest of the Outer London Boroughs  ,10,10,10,5,7,10,4,4,3
117517,175,1.0307, Rest of the Outer London Boroughs  ,5,7,7,7,7,6,2,2,2
117601,176,1.0307, Rest of the Outer London Boroughs  ,7,8,8,5,5,3,2,4,4
117607,176,1.546, Rest of the Outer London Boroughs  ,8,4,7,7,NA,7,3,3,3
117608,176,0.5153, Rest of the Outer London Boroughs  ,9,10,10,6,8,10,4,3,2
117616,176,0.5153, Rest of the Outer London Boroughs  ,7,8,7,7,7,5,3,3,3
117617,176,1.0307, Rest of the Outer London Boroughs  ,5,10,9,4,8,8,3,4,3
117701,177,1.0307, Rest of the Outer London Boroughs  ,7,10,9,3,7,8,2,2,1
117703,177,1.0307, Rest of the Outer London Boroughs  ,3,10,7,5,5,5,3,3,4
117705,177,1.0307, Rest of the Outer London Boroughs  ,1,10,5,4,7,6,2,2,2
117706,177,0.5153, Rest of the Outer London Boroughs  ,6,10,10,7,8,6,4,4,3
117707,177,1.0307, Rest of the Outer London Boroughs  ,8,9,8,3,7,3,4,4,4
117708,177,0.5153, Rest of the Outer London Boroughs  ,7,7,8,8,7,9,4,2,1
117709,177,1.0307, Rest of the Outer London Boroughs  ,6,8,10,5,8,8,1,2,2
117711,177,0.5153, Rest of the Outer London Boroughs  ,7,9,7,7,9,5,4,4,4
117712,177,1.0307, Rest of the Outer London Boroughs  ,6,9,8,8,8,2,2,3,4
117713,177,1.0307, Rest of the Outer London Boroughs  ,6,8,8,7,6,8,2,2,3
117714,177,1.546, Rest of the Outer London Boroughs  ,7,9,6,6,7,7,4,2,4
117715,177,1.546, Rest of the Outer London Boroughs  ,8,10,8,8,8,7,2,3,3
117718,177,1.0307, Rest of the Outer London Boroughs  ,5,10,10,5,7,8,3,3,2
117719,177,1.0307, Rest of the Outer London Boroughs  ,7,8,8,6,5,6,2,2,2
117801,178,1.0307, Rest of the Outer London Boroughs  ,4,9,9,9,7,7,2,4,2
117804,178,0.5153, Rest of the Outer London Boroughs  ,8,10,9,8,10,8,1,1,1
117806,178,0.5153, Rest of the Outer London Boroughs  ,6,5,4,7,7,8,3,2,2
117807,178,1.0307, Rest of the Outer London Boroughs  ,7,9,7,6,9,5,4,2,2
117812,178,0.5153, Rest of the Outer London Boroughs  ,4,10,9,7,9,9,2,4,4
117814,178,1.0307, Rest of the Outer London Boroughs  ,5,7,8,6,6,8,1,1,1
117815,178,1.0307, Rest of the Outer London Boroughs  ,3,7,7,3,5,5,2,4,3
117816,178,1.0307, Rest of the Outer London Boroughs  ,2,10,8,6,10,8,4,4,3
117818,178,0.5153, Rest of the Outer London Boroughs  ,6,8,7,6,7,7,2,3,2
117820,178,0.5153, Rest of the Outer London Boroughs  ,2,7,7,3,6,5,4,4,3
117903,179,1.0307, Rest of the Outer London Boroughs  ,8,10,7,5,7,10,4,3,3
117905,179,0.5153, Rest of the Outer London Boroughs  ,5,6,5,5,4,3,3,4,4
117914,179,0.5153, Rest of the Outer London Boroughs  ,10,10,10,7,NA,8,2,2,2
117917,179,0.5153, Rest of the Outer London Boroughs  ,7,10,10,6,8,8,4,2,2
117919,179,0.5153, Rest of the Outer London Boroughs  ,3,8,8,7,8,7,2,4,4
117920,179,1.0307, Rest of the Outer London Boroughs  ,5,10,10,7,5,8,4,2,2
118005,180,1.0307, Rest of the Outer London Boroughs  ,9,10,10,10,9,9,NA,2,3
118006,180,1.0307, Rest of the Outer London Boroughs  ,8,10,10,6,8,9,1,2,4
118007,180,1.0307, Rest of the Outer London Boroughs  ,1,9,10,8,4,6,2,3,3
